last_name	first_name	degree	username	description
Chaudhury	Sonali	MD	sch896	
Corey	Seth	"MD, MPH"	scl669	
Rice	Sarah	PhD	ser710	"<p>The Rice laboratory studies the functions of molecular motors, with a specific emphasis on motor tail domains.  Studies are focused on myosin and conventional kinesin, a molecular motor that translates the energy of ATP hydrolysis into unidirectional transport of its cargo.  The mechanism by which specific domains of kinesin function to regulate its activity are poorly understood.  However, as mutations in kinesin and associated proteins have been implicated in colon cancer, understanding how kinesins are regulated may lead to new therapeutics for disease. Dr. Rice is the recipient of a 2004 V Foundation for Cancer Research award for her project ""A Potential General Regulator for Kinesin Motors""."
Getsios	Spiro	PhD	sge340	
Goldman	Stewart	MD	sgo912	"<p>Dr. Goldman is an Associate Professor of Pediatrics, and the Medical Director of Neuro-Oncology and a faculty member of the Felk Brain Tumor Center at Children's Memorial Hospital. Dr. Goldman has a special interest in developing new therapies for the treatment of brain stem gliomas. Presently, he is the Principal Investigator in a multi-institutional trial of Thalidomide + Carboplatin for children with newly diagnosed and recurrent brain stem gliomas. Dr. Goldman is also the Principal Investigator for an institutional trial investigating the utility of tandem peripheral stem cell rescue in the treatment of recurrent malignant central nervous system (CNS) tumors. Dr. Goldman is the Study Coordinator for the Children's Oncology Group (COG) non-germinomatous CNS germ cell tumor trial. His laboratory investigations include examining the safety and efficacy of the photon radiosurgery system (PRS) for the treatment of pediatric brain tumors. He is investigating the effectiveness of PRS radiation in a preclinical model. He is determining the response of C6 gliomas treated with irradiation using PRS, and will test the responsiveness of C6 glioma tumors treated with the combination of concurrent PRS irradiation and Irinotecan and Temozolamide. Trials using intra-arterial chemotherapy in C6 glioma implanted brain tumors in rats are also planned. His special interests are in brain tumor survivorship issues (collaborating with Lai and Cella), phase I/phase II developmental therapeutics, and clinical trials development."
Grimm	Sean	MD	sgr302	
Huang	Sui	"MD, PhD"	shu683	"<p>During the development and progression of cancer, cell nuclei undergo significant structural alterations. Many of these changes are identifiable at the light microscopic level, including increases in nuclear size, deformities in nuclear shape, and changes in the internal organization of the nucleus. Dr. Huang's laboratory has been focused on the understanding of a unique subnuclear structure, the perinucleolar compartment (PNC), which is associated with the nucleolus and is present primarily in cancer cells and transformed cell lines. PNC prevalence (percentage of cells that contain at least one PNC) increases in parallel with the diseases progression in breast cancer and reaches nearly 100% in distant metastasis. Her findings suggest that PNCs are involved in transcription and RNA metabolism, both of which are significantly altered during the development of malignancy. Thus, the presence of PNCs represents changes in cell and molecular activities in transformed cells and could be a good indicator for the progression of malignancy. Her goals are 1) to understand the function of PNC in transformed cells, and 2) to evaluate the possibility of using PNC prevalence as a useful tumor marker, both for prognosis and anti-cancer drug development. Over the past a few years, she has examined PNC prevalence in a spectrum of normal and cancerous breast tissues in collaboration with a team of pathologists at the Robert H. Lurie Cancer Center, including Drs. Ann Thor (now Oklahoma Health Center), Ritu Nayar, and Elizabeth Wiley, as well as Dr. Borko Jovanovic of the Public Health Department. Preliminary results from over 230 samples showed remarkable differences in the PNC prevalence among normal, benign epithelium hyperplasia, in situ carcinomas, invasive ductal carcinomas with no lymph node involvement, and invasive ductal carcinomas those became metastatic to either lymph node or distant sites. PNC prevalence increases with the clinical progression of the disease. More interestingly, statistical analyses in follow-up case-matched studies showed that samples derived from patients who had recurrence demonstrate a significantly higher PNC prevalence as compared to those from patients who had similar primary diagnosis and did not develop recurrence, suggesting that PNC prevalence impart useful prognostic information. She is currently evaluating the prognostic value of PNCs not only in breast tissues, but also in other tissue types. Dr. Huang is also focusing on the nucleolus, the center for ribosome biogenesis, because it also is the most prominent nuclear marker for cancer diagnosis. Both ribosome biogenesis and nuclear structure are altered significantly to meet the needs of malignant cells.  She has set up a system where we could analyze the remodeling of rDNA chromatin and the assembly of the pol I transcription machinery. She is interested in using live cell systems to analyze the essential cis and trans elements that are important in regulating specific ribosome synthesis machinery. These basic studies are crucial for the understanding of malignant transformation and for devising appropriate therapeutic strategies."
Stupp	Samuel	PhD	sis997	"<p>The Stupp group has been researching peptide amphiphile (PA) nanofiber systems as novel drug delivery devices for cancer therapy.  While much research in the literature has examined spherically symmetric therapeutic vehicles, such as micelles and liposomes, less has been explored in the way of high aspect ratio structures like the PA nanofiber, which can resemble the extracellular matrix naturally present in vivo.  PA nanofibers retain the advantage of being biodegradable self-assembling systems in which multifunctionality can be afforded by simply co-assembing monomers with different bioactive peptide head groups for targeting or signaling.  Furthermore, the self-assembly by hydrophobic collapse allows for encapsulation of various drugs to enable combination therapies.  Specifically, our work focuses on applying PA systems to the treatment of breast cancers overexpressing the ErbB-2 receptor, which can indicate a poorer prognosis for the patient.  Currently, PAs bearing anti-ErbB-2 epitopes for the encapsulation and targeted delivery of cytotoxic drugs are being studied in vitro.  These systems will ultimately be tested in vivo through collaborations with Evanston Northwestern Healthcare Research Institute."
Komanduri	Srinadh	"MD, MS"	ska243	
Khan	Seema	"MD, SM"	skh770	"<p>Dr. Khan is a co-leader of the Breast Program, with an emphasis on clinical and breast cancer prevention research. Her research seeks to identify biomarkers of risk for breast cancer, and surrogate endpoints for breast cancer prevention, in small epithelial cell samples derived from women at high risk for breast cancer. Her group has looked at samples obtained in a variety of ways (ductal lavage, random fine needle aspiration, ductoscopy washings, and nipple aspiration fluid) in order to assess the optimal method of cell sampling and of processing the cellular material for these studies. The important issue of reproducibility of biomarker measurement has been addressed using ductal lavage samples obtained from high risk women by repeat lavage of fluid-yielding nipple ducts. Biomarker changes in epithelial cells obtained from ductal lavage samples in women on tamoxifen are being compared to an observation group who declined tamoxifen therapy for breast cancer risk-reduction. The supernatant fluid from these samples is being studied for levels of steroid hormones (in collaboration with Dr. Robert Chatterton) and for novel protein markers using SELDI-TOF technology (in collaboration with Dr. Jinong Li at John Hopkins University). DNA methylation profiles in epithelial cells from tamoxifen users and non-users are being studied in collaboration with Dr. Sara Sukumar, also at John Hopkins. A second focus of the Khan laboratory is the understanding of sulfatase (STS) gene regulation in breast epithelium, with the goal of developing novel methods of sulfatase inhibition as an endocrine strategy for breast cancer treatment and prevention. Experiments investigating the molecular mechanism of STS gene regulation have shown, as reported by others, that STS gene expression is induced by estradiol (E2), that the increase is mediated through the estrogen receptor (ER), and that this up-regulation is abolished by 4-hydroxytamoxifen. In addition, these experiments have identified novel isoforms of the STS gene, which may lead to the development of methods of tissue-specific inhibition of STS for breast cancer therapy and prevention.  Dr. Khan is protocol-PI for a Phase IIB study of soy supplementation in healthy women at increased risk for breast cancer, wherein breast cancer biomarkers are being assessed pre- and post-supplementation using random fine needle aspiration. In addition, she has received funding from the Early Detection Research Network of the NCI to investigate the utility of mammary endoscopy as a diagnostic procedure in women with spontaneous nipple discharge. She is also site-PI for clinical protocols of the NSABP (P-2) and ACOSOG."
Kundu	Shilajit	MD	sku680	
Ma	Shuo	"MD, PhD"	sma160	
Rao	M. Sambasiva	MD	smr258	"<p>Dr. Rao's laboratory is elucidating the mechanisms of peroxisome proliferator-induced hepatocarcinogenesis in rats and mice and hepatocyte differentiation of pancreatic stem cells in the rat. Peroxisome proliferators are a diverse group of synthetic and naturally occurring compounds, and are potent hepatocarcinogens in rodents. Since these compounds are non-genotoxic and non-reactive with DNA, the mechanism by which they induce tumors is poorly understood. Dr. Rao's laboratory is using mice lacking the PPAR alpha-receptor and peroxisomal fatty acyl CoA oxidase genes to establish the role of oxidative stress as the primary mechanism of peroxisome proliferator-induced hepatocarcinogenesis."
Troyanovsky	Sergey	PhD	smt546	
Wang	San Ming	MD	smw702	"<p>Dr. Wang is applying genomic approaches to identify novel genes in the human genome, to identify cancer-related genes and to determine structural abnormalities in the cancer genome. Dr. Wang is among the first in applying the SAGE technology for genome level studying gene expression. His systematic studies cover a wide range of cancer related projects, including the deciphering of the patterns of gene expression in normal human hematopoietic system and in acute myeloid leukemia. His analyses on Drosophila and human genomes reveal the presence of a large number of unknown transcribed loci in eukaryotic genomes. Those studies have generated over 4 million SAGE tag data that account for over 10% of SAGE data in the world. In a collaboration with Dr. Steve Rosen, his lab is currently developing and applying new genome technologies to determine abnormal genome structure in AML and CLL through high-resolution scanning the AML and CLL genome with the aims to identify genetic markers for leukemia diagnosis."
Seth	Prem	PhD	spr737	"<p>Last year Dr. Seth's laboratory continued evaluating oncolytic adenoviruses for targeting breast cancer. Dr. Seth chose to use an adenoviral dl01/07 mutant because it can replicate in all cancer cells regardless of their genetic defects. To induce systemic effects, Dr. Seth targeted the TGF_ pathway because high levels of TGF_-1 have been shown to have tumor growth promoting activities by enhancing angiogenesis, invasion, and metastasis, and by inhibiting immune functions. An oncolytic adenovirus expressing soluble TGF_RIIFc (Ad.sT_RFc) was constructed by homologous recombination method. Infection of MDA-MB-231 and MCF-7 human breast cancer cells with Ad.sT_RFc produced sTGF_RIIFc that was released into the media. The conditioned media containing sTGF_RIIFc could bind with TGF_-1 and inhibited TGF_-dependent transcription in the target cells. Infection of MDA-MB-231, MCF-7, and 76NE human breast cancer cells with Ad.sT_RFc resulted in high levels of viral replication that were comparable to that of a wild type dl309 virus. Direct injection of Ad.sT_RFc into MDA-MB-231 human breast xenograft tumors grown in nude mice resulted in the significant inhibition of tumor growth causing tumor regressions in more than 85% of the animals. These results indicate that it is possible to construct an oncolytic adenovirus expressing sTGF_RIIFc in which both the viral replication and the transgene expression remain intact, and the recombinant adenovirus is oncolytic in a human tumor xenograft model. Currently, Dr. Seth is developing oncolytic adenoviruses viruses in which the viral replication will be controlled by the breast tumor specific promoters, and will target the tumor cells using the tumor hoping peptides. These novel oncolytic adenoviruses will be examined in the breast tumor xenografts as well as in the syngeneic mice tumor models."
Singhal	Seema	MD	ssi694	"<p>Dr. Singhal's research interests include the role of new drugs in myeloma such as histone deacetylase inhibitors; Perifostine, an AKT inhibitor; and newer combinations of chemotherapeutic agents such as Bortezomib, Lenalinamide and Thalidomide. In addition, she is exploring new prognostic factors including epigenetics in myeloma with support from the Multiple Myeloma Research Foundation. She oversees one of the largest myeloma clinical programs in the country and is a recognized thought leader in the field."
Yoo	Simon	MD	ssy450	"<p>Simon Yoo, MD is a Dermatologic Surgeon recently recruited from the University of Pennsylvania following a fellowship in Mohs surgery. He is interested in the prevention and treatment of basal and squamous cell skin cancers and evaluating the long term cosmetic consequences of therapy. Dr. Yoo collaborates with solid organ transplant surgeons developing strategies to reduce the incidence of skin cancers in their immuno-compromised patients."
Kosak	Steven	PhD	stk897	
Nguyen	SonBinh	PhD	stn424	"<p>Dr. Nguyen research group focuses on the design of polymer-based smart drug delivery vehicles for the targeted treatment of cancer.  Highly tunable, well-defined block copolymers made using Dr. Nguyen's methods possess a high density of chemotherapeutic drugs on the hydrophobic block.  This segment of the molecule is attached to a hydrophilic block that confers aqueous solubility on these often-insoluble drugs.  These copolymer assemblies are then made into nanoscale core_shell polymer nanoparticles (PNPs) can be appended to targeting molecules that direct the drug cargos to cancer cells or tumors. Dr. Nguyen's PNPs are homogeneous, readily fabricated anticancer drug delivery vehicles.  Potential advantages including the reduction of the dangers associated with conventional chemotherapy.  In this sense, his PNPs can improve the efficacy of conventional cancer treatments and maintain the quality of life for cancer patients."
Rosen	Steven	MD	str	"<p>Dr. Rosen is the director of the Lurie Cancer Center.  Dr. Rosen's research is focused on novel therapeutic approaches for hematological malignancies. His laboratory efforts have included the development of purine nucleoside analogs that selectively effect RNA synthesis and key signaling pathways. It is anticipated that these agents will soon enter the clinic in Phase I trials. In addition, his team studies the mechanism of action of glucocorticoids and the molecular alterations associated with response and resistance. An alternative spliced form of the glucocorticoid receptor was first described by his group. A third project involves the evaluation of a PKC beta inhibitor that appears to have promise for myeloma and chronic lymphocytic leukemia treatment. In the clinic he participates in the Cutaneous Lymphoma Clinic and is Principal Investigator on a promising investigation of Lenolidomide (Revlimid) in Cutaneous T Cell Lymphomas. He is also the Principal Investigator on a protocol using combined antibody therapy (Campath/Rituxan) as primary treatment for chronic lymphocytic leukemia. The clinical projects have associated translational laboratory components exploring the mechanism of action and predictors of response."
Wang	Shelia	PhD	swa583	
Winandy	Susan	MD	swi249	"<p>Dr. Winandy's laboratory is studying the impact of abnormal expression of the transcription factor Ikaros on T-cell development and leukemogenesis.  Ikaros is a hematopoietic-specific zinc finger DNA-binding protein that plays an important role in lymphocyte development. Disruption of the gene encoding Ikaros results in T cell transformation in vitro and leukemia with 100% penetrance in  Ikaros null mice.  These results suggest Ikaros functions as a T-cell tumor suppressor gene. Consistent with this, deregulation of Ikaros expression has been observed in some forms of human leukemia, including acute lymphoblastic leukemia (ALL) and chronic myeloid leukemia (CML). Dr. Winandy's laboratory has shown that introduction of Ikaros into an established mouse Ikaros null T cell leukemia line leads to G0/G1 cell cycle arrest. Further work in Dr. Winandy's laboratory demonstrated that this G0/G1 arrest is associated with up-regulation of the cell cycle dependent kinase inhibitor p27kip1, expression of T cell differentiation markers and increase in histone H3 acetylation status. The ultimate goal of the studies in Dr. Winandy's laboratory is to understand the mechanism by which Ikaros mutations lead to T cell leukemia in mice and thereby identify rationale targets for therapeutic approaches to human T-cell malignancies."
Yount	Susan	PhD	syo450	"<p>Dr. Yount's research interests include psychosocial aspects of cancer and chronic illness and clinical applications of health-related QOL and symptom assessment. As Director of Research Operations at CORE, she supervises a staff of 15 research assistants, who provide operational support for a number of multiple-site, large-scale research studies, including face-to-face, computer-based, and telephone-administered interviews of patients. She is experienced in directing multi-site research protocols and has served as the Co-principal or Co-investigator on more than 13 internally- and industry-funded research grants involving measurement of QOL, symptoms, and health status in cancer patients. Dr. Yount is Co-investigator and Scientific Project Director for the Statistical Coordinator Center (awarded to CORE) of the NIH Roadmap cooperative group initiative to develop a Patient Reported Outcomes Measurement Information System (PROMIS). She is also the Principal Investigator of an NCI-funded R01 (–Weekly Symptom Telemanagement in Advanced Lung Cancer”), a four-year randomized clinical trial evaluating the efficacy of a computer-assisted telephone survey system to monitor lung cancer patientsê symptoms and generate a summary report in –real-time” for use by physicians in the clinical management of their patients."
Revskoy	Sergei Y	"MD, PhD"	syr195	
Barrett	Terrence	MD	tab926	"<p>Dr. Barrett is a Professor of Medicine and Chief of Gastroenterology. Dr. Barrett's research focuses on the activation and migration of intestinal T cells in inflammatory bowel disease. Recently, his laboratory demonstrated the activation of intestinal stem cells in inflammatory bowel disease, possibly mediated by T cells. Based on these findings, his group is currently examining the mechanistic basis of stem cell activation and whether this is a key event in the development of neoplasia in IBD patients. Dr. Barrett is PI of two R01 grants examining the effects of activated T cells on colonic epithelial cells."
Mustoe	Thomas	MD	tam011	"<p>Dr. Thomas Mustoe's research is focused on angiogenesis, with particular emphasis on the role of transforming growth factor beta (TGFB) signal transduction and hypoxia in angiogenesis, cellular proliferation, and wound healing. Additional studies focus on evaluation of hypoxia inducible factor and TGF beta interactions, altered TGF beta signal transduction in the aged, and epidermal dermal interactions in the pathogenesis of scarring. The laboratory uses animal models (mouse and rabbit) to enable these studies as well as transgenics and knockouts. In addition to targeted analyses, proteomics and microarray analyses are being utilized to evaluate patterns of signal transduction in response to hypoxia. Dr. Mustoe and Dr. Pelling (HAST) are collaborating on studies with human epidermal raft cultures to investigate signaling pathways involved in epidermal drug delivery, wound healing and scar development."
Volpe	Thomas	PhD	tav464	
Chew	Teng Leong	PhD	tch554	"<p>The Chew laboratory focuses on an under-explored but important aspect of tumor metastasis; namely the signaling events within the underlying endothelium hijacked by metastatic breast cancer cells during diapedesis. The main goal of the research is to develop a combinatorial approach by integrating three dimensional tissue engineering and time-lapse fluorescence microscopy to dynamically monitor the signaling events induced by metastatic tumors in endothelial cells to cause vascular leakage. In order to decipher how the endothelial retraction is mediated by the tumor cells in situ, and to simulate the 3D environment wherein breast cancer and endothelial cells interact, the Chew lab engineers endothelial vasculature in a 3D co-culture matrix system and characterizes, using time-lapse spinning disc confocal microscopy and a plethora of FRET-based sensors, the signaling events of Rho, Rac, and myosin light chain kinase in situ during active tumor invasion. The successful completion of this project will enhance our understanding of how breast cancer transiently seizes control of the contractile system to breach the endothelial barrier during invasion, and pinpoint potential targets for therapeutic intervention. Using the 3D matrix assay, translational experiments are focused  to determine if (i) statins, (ii) Rho kinase inhibitor, and (iii) MLCK inhibitor can attenuate VEGF-induced endothelial hyperpermeability, and reduce breast cancer transendothelial migration. Using their library of FRET-based biosensors, Dr. Chew and co-workers will dynamically test if these drugs exert their anti-metastatic effects by (a) attenuating the VEGF-induced activities of Rho family of GTPases, and (b) by down-regulating myosin activity. These findings may identify the antimetastatic effects of obliterating these signaling components along the vascular permeability pathway, thus granting novel rationale to use these inhibitors as anti-cancer agents."
Hope	Thomas	PhD	tjh769	"<p>Dr. Hope's group is focusing on the study of the cell biology of HIV.  HIV can influence cancer both by weakening the immune system and direct involvement in cell transformation.  Patients with AIDS are more susceptible to cancers including some with a direct viral etiology.  Overall, the work in Dr. Hope's laboratory is directed at understanding basic HIV replication that may result in new therapies directed at HIV replication that could reduce the incidence of HIV-associated cancers.  Work in Dr. Hope's laboratory determined the mechanism of the stimulation of HIV infectivity by dendritic cells through the process of trans-infection.  This analysis defined the infectious synapse, which is formed at the site of contact between the dendritic cells and target cells and has some similarities with the infectious synapse.  The concentration of HIV from the dendritic cells with receptors on the target cells at the site of contact facilitates infection.  This appears to be a common mechanism for the stimulation of infectivity by dendritic cells by a number of viral and bacterial pathogens.  Recent studies published in PNAS provided important insights into the function of the endogenous antiretroviral factor TRIM5alpha.  These studies revealed that TRIM5alpha restricts HIV infection in two steps, one that involved proteasome function.  Subsequent studies demonstrate that the same is true of the restriction of infection of the potentially oncogenic mouse retroviruses by human TRIM5alpha.  Other studies focus on defining the dynamic in teractions of HIV with its receptor and coreceptor on the cell surface.  Overall, Dr. Hope's studies provide important insights into the retroviral lifecycle and the dynamic interplay between the virus and cells.  These results defined with HIV can also be applied to the human T cell leukemia virus (HTLV) and other oncogenic viruses."
McGarry	Thomas	"MD, PhD"	tjm007	"<p>Dr. McGarry is interested in how cell division is controlled throughout development and how it is coupled to cell differentiation.  Cancer cells are characterized by both poorly controlled proliferation and a loss of the differentiated phenotype.  Dr. McGarry studies a number of well-described changes in the pattern of cell division that occur during the early development of the frog Xenopus laevis. Mature oocytes are arrested in prophase of the first meiotic division and can remain in that condition for a prolonged period of time (up to 50 years in humans). In response to a hormonal signal, they begin meiosis and then arrest again in metaphase of the second meiotic division. The arrest is broken at fertilization, and the egg undergoes a series of rapid (~30 min/division) synchronous cell cycles to produce a ball of cells called a blastula. After 12 divisions the cell cycle slows considerably and becomes asynchronous as the cells begin to express differentiated markers. The major goal of his research is to identify the proteins and the signaling systems that regulate these transitions."
Meade	Thomas	PhD	tjm604	"<p>Dr. Meade is the Eileen M. Foell Professor of Cancer Research and Northwestern University.  Professor Meade's research focuses on coordination chemistry and its application in bioinorganic problems that include biological molecular imaging, electron transfer processes and the development of electronic biosensors for the detection of DNA and proteins. He is developing contrast agents geared towards the early staging of cancer that will be 10 to 100 times more sensitive than currently available methods while simultaneously reporting on the physiological properties of lesions and tumors.  For example, these contrast agents will be used to assess the success of MMP or cysteine protease inhibition in vivo.  His group is collaborting with several researchers in cancer diagnostics.  For example, in collaboration with Dr. Reed Omary, NU interventional radiologist Dr. Meade is labeling clinically approved polyvinyl alcohol particles in order to generate embolic materials that can be tracked to assess the localization of the cancer therapeutic agents by MRI.  Further, his group is developing magnetic resonance contrast agents for the in vivo detection of MMP's, caspases and cathespin B in conjunction with Dr. Bonnie Sloane (Department of Pharmacology) and Dr. Barbara Ann Karmanos (Director, DOD Protease Breast Cancer Center of Excellence) at Wayne State University. He is collaborating with Dr. Woloschak to magnetically label titanium dioxide-based nanocomposites intended to cleave DNA targets involved in prostate cancer cell growth.  Dr. Meade is developing novel methodology to evaluate the molecular and cellular events that mediate antiangiogenic effects in tumors and to use these methods to directly and indirectly evaluate treatment strategies in the clinic. Finally, he is collaborating with Dr. Michael Cher at Wayne State University to analyze the effects of prostate tumor cell-bone interactions on the proteolysis associated with prostate cancer bone metastases."
Kume	Tsutomu	PhD	tkt897	
Kuzel	Timothy M.	MD	tkuzel	"<p>Dr. Timothy M. Kuzel is the director of the Cancer Center's Clinical Research Office and the former director of the outpatient facility. He is Professor of Medicine in the Division of Hematology/Oncology in the Northwestern University Feinberg School of Medicine. He is a noted clinical investigator, having served as principal investigator for numerous trials including NIH-funded investigator-initiated translational studies, institutional trials, pharmaceutical trials and cooperative group trials in the area of experimental therapeutics, especially focused on genitor-urinary tract cancers. Dr. Kuzel serves as the leader for the Clinical Research Core of the prostate cancer SPORE. In collaboration with Dr. Lee, he has published many papers in the TGF-beta based gene therapy for prostate cancer patients. He is also a co-investigator with Dr. Lee on his SPORE research project and he will be responsible for treating all prostate cancer patients in the clinical protocol."
Woodruff	Teresa	PhD	tkw086	"<p>Dr. Woodruff's laboratory investigates the actions of the TGF_ superfamily in the onset and progression of ovarian and breast cancer. Her team described the activin-dependent signal transduction pathway leading to growth restriction in breast and ovarian cancer cells. The group has developed an animal model of ovarian cancer. The elucidation of the ligand structure and correlation with function in a variety of cancer models is a central focus of the Woodruff lab. A second area of research emphasis in the Woodruff Laboratory is gamete preservation and follicle development for female survivors of cancer. Female survivors of cancer are often left with few viable eggs and no reliable egg bank exists. In collaboration with Lonnie Shea in the Department of Chemical and Biological Engineering, the Woodruff laboratory developed strategies for follicle growth in vitro. Based on this technology, the RHLCCC and the Center for Reproductive Science have established the Center for Families after Cancer, a comprehensive center bringing clinical practices, basic science, bioethics and education together into one entity. Men and women facing life-preserving but fertility-threatening chemo- or radiation therapy, now have options for gamete preservation. Finally, the Woodruff laboratory has invested effort in the development of assays that can detect ovarian cancer at earlier and more treatable stages. Together with Julian Schink in the Division of Gynecologic Oncology and Chad Mirkin in the Department of Chemistry, new nano-based solutions are being applied to traditional hormone assays. These studies are in the early stages of development and exemplify the kind of trans-disciplinary research effort that occurs at Northwestern University."
Ouchi	Toru	PhD	tou767	"<p>Dr. Ouchi is a molecular biologist and has been working on the mechanism of human cancer development. In particular, Dr. Ouchi's primary research of interests includes breast cancer caused by oncogenes and tumor suppressor genes, in which he uses both in vitro and in vivo systems. Dr. Ouchi first demonstrated that BRCA1, breast cancer tumor suppressor protein, functions as a co-activator of p53 tumor suppressor protein. Soon after that, Dr. Ouchi's group discovered that BRCA1 also regulates STAT1 transcription factor, establishing that BRCA1 is involved in the regulation of gene expression. Recently, Dr. Ouchi's group isolated a gene encoding a protein named BAAT1, BRCA1 Associated ATM Activator-1, which is required for the activation of ATM kinase, indicating that BRCA1 is also involved in DNA damage pathway. His group is now working on the mutant mice lacking BAAT1 gene using BRCA1-conditional knockout mice to study the roles of BRCA1-BAAT1 pathway under conditions of DNA damage. Dr. Ouchi's group is tackling the other genetic approach using MMTV-Aurora-A mice. Aurora-A is a Ser/Thr kinase that is frequently overexpressed in a variety of human cancer. Dr. Ouchi and his collaborators confirmed that Aurora-A causes breast cancer when overexpressed in breast, and found that those tumors contain cytogenetical problems such as aneuploidy. Dr. Ouchi is further conducting translational approach to treat MMTV-Aurora-A mice with specific chemical compounds. These studies are directly linked to the potential therapy of human cancer."
O'Halloran	Thomas	PhD	tvo	"<p>Professor O'Halloran's research interests center on the regulatory biology and chemistry of intracellular metal receptors involved in signaling, trafficking and differentiation pathways. Recent work in his group has led to the development of new types of therapeutic agents for the targeted delivery of well established cytotoxic agents (organic and inorganic) to cancer cells.  These ongoing nanotechnology studies have led to new multifunctional anticancer agents.  Research in the OêHalloran lab also focuses on how metals control cellular growth and proliferation.  The interdisciplinary approach employs genetics, structural biology, synthetic chemistry and biochemistry to understand the function of novel intracellular regulatory and trafficking receptors for zinc, copper and iron.  These studies reveal mechanisms of oxidative damage, mechanisms of metal trafficking by metallochaperones  and molecular mechanisms of gene regulation by metalloregulatory proteins. Results from the OêHalloran lab provide a basis for understanding the mechanisms of anticancer drugs, such as those containing platinum and arsenic, and guides the development of agents with improved therapeutic index."
Gosiengfiao	Yasmin	MD	ucl535	
Van Eldik	Linda	PhD	vaneldik	"Dr. Linda Van Eldik's laboratory focuses on glial cells in the brain, and how 
        the normal glial-neuronal interactions are disrupted in various diseases. 
        Current research efforts are aimed toward identification of signal transduction 
        pathways that mediate aberrant responses of activated glia and elucidation 
        of mechanisms to down-regulate these detrimental responses. Cancer-related 
        efforts include investigation of signaling mechanisms in glia that lead 
        to uncontrolled cell proliferation and development of gliomas in the brain, 
        with a special emphasis on the role of the calcium binding protein S100 
        in these mechanisms."
Backman	Vadim	PhD	vba990	"<p>Dr. Backman is developing novel biophotonic technologies for early detection, diagnosis, and screening of colon and pancreatic cancer. He has developed four-dimensional elastic light scattering fingerprinting, low-coherence enhanced backscattering spectroscopy, and partial-wave backscattering microscopy to assess nanoscale architecture of living tissue, far beyond what conventional microscopy can reveal. In his studies with two alternate animal models of colon carcinogenesis he demonstrated these techniques diagnose the disease far earlier than it is currently feasible by means of other existing histological or molecular analyses. Furthermore, in pilot human studies he has shown the potential of these techniques to diagnose colon carcinogenesis without the need for colonoscopy."
Gelfand	Vladimir	PhD	vge206	"<p>Research in Dr. Gelfand's lab is focused on the molecular and cell biology of motor proteins.  These proteins are the key players in chromosome segregation and cytokinesis during cell division and in cell movement.  Microtubule motors move along microtubules and myosins move along microfilaments.  Coordination of motors in living cells and their regulation are main topics of the Gelfand lab. This research is important for understanding cancer cell biology because aberrant regulation of mitotic motors results in spindle abnormalities and errors in chromosome segregation, while abnormalities of motors responsible for cargo transport in interphase cells affect directionality and processivity of cell movement on the substrate and in tissue."
Kaklamani	Virginia	"MD, DSc"	vgk331	"<p>Dr. Kaklamani has examined the relationships between polymorphisms of TGF-_ receptor and cancer risk. TGFBR1*6A is one of these polymorphisms which results in decreased TGF-_ signaling. Dr. Kaklamani's research showed that this polymorphism is associated with an increased risk for breast, ovarian and colon cancer.  Individuals who carry this polymorphism have a 50% increased risk for breast cancer. This polymorphism is common and Dr Kaklamani's research showed that it accounts for 15,000 cases of breast cancer yearly in the United States. Furthermore, another polymorphism of the TGF-_ pathway that decreases the TGF-_ signal is also associated with breast cancer. A combination of these two polymorphisms can predict breast cancer risk in a more precise way. This type of evaluation of a cancer related pathway is a novel way of predicting cancer risk."
Cryns	Vincent	MD	vlc718	"<p>The Cryns laboratory focuses on molecular mechanisms of apoptosis with an aim towards (1) understanding the apoptosis-resistance of cancer and (2) developing therapeutic strategies to overcome this resistance. To this end, the laboratory demonstrated that the small heat shock protein _B-crystallin protects cancer cells against apoptosis induced by diverse stimuli, including chemotherapy drugs and TNF-related apoptosis-inducing ligand (TRAIL), by inhibiting caspase-3 activation. More recently, the lab has demonstrated that _B-crystallin is a novel oncogenic protein that predicts poor clinical outcome in breast cancer. Much of the current work in the laboratory focuses on the oncogenic mechanisms of _B-crystallin, its potential role as a therapeutic target, and its possible clinical utility as a biomarker in breast cancer. The laboratory also has a major interest in apoptotic signaling and has identified several new caspase substrates (e.g., RAD21 and MLH1) whose proteolysis promotes apoptosis. In addition, the laboratory is devising novel therapies to selectively overcome the apoptosis-resistance of cancer by combining TRAIL with a variety of apoptosis-sensitizing agents."
Von Roenn	Jamie	MD	vonroenn	"<p>Dr. Von Roenn has a longstanding interest in palliative care and end-of-life issues. She served as the first medical director of the Northwestern University Hospice Program and recently returned to this role. She developed a course in supportive care and symptom management for house officers and fellows. She initiated the analgesic dosing service, a multidisciplinary pain service for the inpatient oncology unit, to improve the management of pain for inpatients and to improve training in pain management. Dr. Von Roenn's long-standing interest in the supportive care of oncology patients has led to the initiation of a standard psychosocial/symptom assessment program for all new patients seen in the out patient setting. Her commitment to palliative care is reflected in her national committee assignments as well as her ongoing research. She currently serves as the chair of the ASCO Task Force on Pain and Symptom Management and is a current board member of both ASCO and the American Academy of Hospice and Palliative Medicine. Dr Von Roenn is the principal investigator of both local and national trials in palliative care, including trials evaluating innovative approaches to fatigue and cachexia, and is an integral member of the program developing trials in chemotherapy-induced peripheral neuropathy."
