Abbreviated Journal Title;ISSN;{2008} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2008} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J SOIL WATER CONSERV;0022-4561;1906;1.121;1.647;0.805;87;9.7;0.00320;0.490;
J SOL ENERG-T ASME;0199-6231;641;0.662;0.745;0.038;78;6.7;0.00262;0.325;
J SOL-GEL SCI TECHN;0928-0707;3051;1.433;1.442;0.179;184;6.9;0.00876;0.414;
J SOLID STATE CHEM;0022-4596;14722;1.910;2.214;0.302;424;8.4;0.03931;0.699;
J SOLID STATE ELECTR;1432-8488;1617;1.597;1.568;0.303;185;4.1;0.00689;0.452;
J SOLUTION CHEM;0095-9782;2331;1.241;1.304;0.274;124;>10.0;0.00494;0.452;
J SOUND VIB;0022-460X;15247;1.364;1.643;0.242;607;9.1;0.03858;0.575;
J SPACECRAFT ROCKETS;0022-4650;1448;0.566;0.612;0.167;138;9.2;0.00342;0.216;
J SPINAL CORD MED;1079-0268;669;1.328;1.418;0.197;61;4.9;0.00266;0.408;
J SPINAL DISORD TECH;1536-0652;2667;1.365;1.979;0.046;108;8.1;0.00680;0.587;
J SPORT EXERCISE PSY;0895-2779;1791;2.118;2.651;0.190;42;>10.0;0.00298;0.795;
J SPORT MANAGE;0888-4773;249;1.087;1.120;0.067;30;6.6;0.00051;0.228;
J SPORT MED PHYS FIT;0022-4707;1442;0.695;1.034;0.064;78;9.6;0.00236;0.276;
J SPORT REHABIL;1056-6716;287;0.371;0.531;0.188;32;9.2;0.00045;0.143;
J SPORT SCI MED;1303-2968;234;0.564;;0.026;78;3.2;0.00110;;
J SPORT SCI;0264-0414;2987;1.625;2.296;0.393;168;6.8;0.00692;0.589;
J STAT COMPUT SIM;0094-9655;635;0.353;0.533;0.046;87;>10.0;0.00229;0.313;
J STAT MECH-THEORY E;1742-5468;2059;2.758;2.742;0.590;234;2.4;0.02385;1.550;
J STAT PHYS;0022-4715;6449;1.621;1.653;0.377;207;>10.0;0.02218;1.013;
J STAT PLAN INFER;0378-3758;2412;0.679;0.799;0.144;320;7.5;0.01399;0.532;
J STAT SOFTW;1548-7660;423;1.033;;0.349;43;3.8;0.00326;;
J STEROID BIOCHEM;0960-0760;8399;2.827;3.056;0.461;193;8.1;0.02081;0.874;
J STORED PROD RES;0022-474X;1180;0.879;1.522;0.153;59;8.5;0.00228;0.410;
J STRAIN ANAL ENG;0309-3247;692;0.626;0.724;0.119;59;>10.0;0.00187;0.307;
J STRATEGIC INF SYST;0963-8687;519;1.484;2.012;0.062;16;6.8;0.00076;0.398;
J STRENGTH COND RES;1064-8011;1681;0.815;1.282;0.400;45;5.0;0.00543;0.304;
J STRUCT BIOL;1047-8477;6032;4.059;3.964;0.667;147;6.1;0.02974;1.835;
J STRUCT CHEM+;0022-4766;1495;0.579;0.535;0.150;193;>10.0;0.00302;0.154;
J STRUCT ENG-ASCE;0733-9445;5578;0.789;1.265;0.268;179;>10.0;0.01620;0.761;
J STRUCT GEOL;0191-8141;5096;1.427;1.862;0.224;116;>10.0;0.01124;0.709;
J STUD ALCOHOL DRUGS;1937-1888;5348;2.306;2.573;0.148;108;9.0;0.01133;0.948;
J SUPERCOMPUT;0920-8542;326;0.615;0.604;0.032;63;5.3;0.00126;0.185;
J SUPERCOND NOV MAGN;1557-1939;635;0.571;0.512;0.232;69;5.8;0.00302;0.221;
J SUPERCRIT FLUID;0896-8446;3167;2.428;2.587;0.539;217;4.6;0.00902;0.578;
J SURF INVESTIG-X-RA;1027-4510;17;0.478;0.565;0.000;171;;0.00010;0.204;
J SURFACTANTS DETERG;1097-3958;349;0.886;0.938;0.045;44;5.4;0.00102;0.221;
J SURG ONCOL;0022-4790;4985;2.478;2.855;0.363;223;6.4;0.01396;0.782;
J SURG RES;0022-4804;6463;1.875;1.977;0.317;278;7.1;0.01687;0.575;
J SURV ENG-ASCE;0733-9453;142;0.569;0.659;0.222;18;5.4;0.00092;0.329;
J SUSTAIN AGR;1044-0046;321;0.274;0.393;0.136;44;6.9;0.00096;0.131;
J SWINE HEALTH PROD;1537-209X;165;0.746;0.640;0.083;24;4.6;0.00064;0.180;
J SYMB COMPUT;0747-7171;1208;0.745;0.775;0.163;49;>10.0;0.00466;0.599;
J SYMBOLIC LOGIC;0022-4812;1556;0.439;0.513;0.123;81;>10.0;0.00448;0.538;
J SYN ORG CHEM JPN;0037-9980;551;0.591;0.503;0.096;94;7.0;0.00161;0.158;
J SYNCHROTRON RADIAT;0909-0495;2343;2.333;2.629;0.378;111;6.2;0.01378;1.487;
J SYST ARCHITECT;1383-7621;360;0.984;0.906;0.090;89;4.5;0.00099;0.167;
J SYST EVOL;0529-1526;20;;;0.217;92;;0.00000;;
J SYST PALAEONTOL;1477-2019;163;2.375;;0.824;17;2.8;0.00157;;
J SYST SOFTWARE;0164-1212;1570;1.241;1.312;0.205;161;5.3;0.00509;0.354;
J TEACH PHYS EDUC;0273-5024;498;0.761;1.171;0.086;35;>10.0;0.00066;0.267;
J TELEMED TELECARE;1357-633X;1265;0.890;1.009;0.144;104;5.7;0.00290;0.200;
J TERRAMECHANICS;0022-4898;299;0.500;0.805;0.000;12;>10.0;0.00050;0.177;
J TEST EVAL;0090-3973;455;0.324;0.294;0.069;72;>10.0;0.00104;0.128;
J TEXT I;0040-5000;871;0.402;;0.043;69;>10.0;0.00092;;
J TEXTURE STUD;0022-4901;1068;1.268;1.332;0.079;38;>10.0;0.00148;0.356;
J THEOR BIOL;0022-5193;12876;2.454;2.490;0.351;402;>10.0;0.03439;0.962;
J THEOR COMPUT CHEM;0219-6336;318;0.633;0.803;0.099;91;3.8;0.00202;0.289;
J THEOR PROBAB;0894-9840;475;0.602;0.690;0.167;48;8.3;0.00406;0.747;
J THERM ANAL CALORIM;1388-6150;6411;1.630;1.473;0.253;577;5.3;0.01219;0.238;
J THERM BIOL;0306-4565;1114;1.021;1.144;0.222;63;6.8;0.00322;0.359;
J THERM SPRAY TECHN;1059-9630;1106;1.200;1.391;0.218;101;6.7;0.00348;0.469;
J THERM STRESSES;0149-5739;966;0.992;1.121;0.197;66;7.9;0.00307;0.455;
J THERMOPHYS HEAT TR;0887-8722;1216;0.647;0.764;0.083;96;9.5;0.00316;0.315;
J THERMOPLAST COMPOS;0892-7057;250;0.486;0.591;0.103;29;7.5;0.00069;0.190;
J THORAC CARDIOV SUR;0022-5223;17600;3.037;3.508;0.573;361;8.2;0.05199;1.245;
J THORAC IMAG;0883-5993;728;1.646;1.587;0.049;41;7.7;0.00191;0.482;
J THORAC ONCOL;1556-0864;1287;3.508;3.514;0.550;222;1.7;0.00648;0.883;
J THROMB HAEMOST;1538-7933;9050;6.291;5.895;1.208;245;3.1;0.06017;1.834;
J THROMB THROMBOLYS;0929-5305;1012;2.266;1.890;0.613;93;4.2;0.00425;0.603;
J TIME SER ANAL;0143-9782;989;0.805;0.910;0.075;53;>10.0;0.00352;0.718;
J TISSUE ENG REGEN M;1932-6254;97;1.615;1.615;0.200;60;;0.00051;0.439;
J TORREY BOT SOC;1095-5674;431;0.794;0.875;0.040;50;6.8;0.00146;0.304;
J TOXICOL ENV HEAL A;1528-7394;2554;1.676;1.992;0.299;174;5.1;0.00902;0.533;
J TOXICOL ENV HEAL B;1093-7404;641;3.316;4.341;1.167;24;5.0;0.00205;1.127;
J TRACE ELEM MED BIO;0946-672X;726;1.433;2.216;0.200;35;4.5;0.00245;0.556;
J TRANSCULT NURS;1043-6596;451;1.000;;0.146;41;6.0;0.00124;;
J TRANSL MED;1479-5876;758;2.917;;0.452;73;3.0;0.00520;;
J TRANSP ENG-ASCE;0733-947X;903;0.665;0.780;0.000;57;7.5;0.00301;0.287;
J TRAUMA;0022-5282;18551;2.342;2.727;0.443;540;8.4;0.03791;0.709;
J TRAVEL MED;1195-1982;817;1.492;1.418;0.407;81;4.8;0.00261;0.350;
J TRIBOL-T ASME;0742-4787;1787;0.722;1.112;0.011;91;8.5;0.00524;0.427;
J TROP ECOL;0266-4674;2281;1.566;1.806;0.197;76;9.1;0.00596;0.669;
J TROP FOR SCI;0128-1283;204;0.476;0.317;0.054;37;8.2;0.00049;0.101;
J TROP PEDIATRICS;0142-6338;1194;1.112;1.116;0.203;74;8.0;0.00303;0.343;
J TURBOMACH;0889-504X;2193;1.297;1.607;0.054;92;8.7;0.00258;0.279;
J TURBUL;1468-5248;590;1.760;1.619;0.109;46;4.3;0.00438;0.838;
J UROL;0022-5347;47869;3.952;4.166;0.743;781;7.5;0.09976;1.005;
J VASC SURG;0741-5214;18120;3.770;4.037;0.679;461;6.5;0.04694;1.061;
J VIROL;0022-538X;86021;5.308;5.135;1.183;1293;6.8;0.25037;1.576;
J WORLD AQUACULT SOC;0893-8849;910;0.693;0.650;0.079;89;>10.0;0.00142;0.200;
JAIDS-J ACQ IMM DEF;1525-4135;10335;4.570;4.363;0.654;260;5.0;0.04725;1.565;
JAMA;0098-7484;114250;31.718;27.957;7.556;225;7.2;0.38132;11.153;
JPC-J PLANAR CHROMAT;0933-4173;727;0.982;0.834;0.241;79;5.9;0.00174;0.186;
JPEN-PARENTER ENTER;0148-6071;2671;1.970;2.076;0.372;78;>10.0;0.00388;0.475;
JPN J CLIN ONCOL;0368-2811;2088;1.405;1.669;0.229;131;5.6;0.00571;0.392;
KIDNEY INT;0085-2538;36974;6.418;5.626;1.593;366;6.6;0.10332;1.606;
LAB CHIP;1473-0197;6369;6.478;7.000;0.978;279;3.1;0.03255;1.882;
LAB INVEST;0023-6837;10225;4.580;4.135;0.718;117;9.8;0.02139;1.390;
LANCET INFECT DIS;1473-3099;5170;13.165;12.831;2.980;50;3.9;0.03202;4.689;
LANCET NEUROL;1474-4422;6346;14.270;13.748;3.674;95;3.0;0.04180;4.667;
LANCET ONCOL;1470-2045;6586;13.283;12.494;3.400;105;3.4;0.03510;3.947;
LANCET;0140-6736;148106;28.409;27.264;8.505;289;8.1;0.41221;9.953;
LANGMUIR;0743-7463;76864;4.097;4.347;0.575;2026;5.9;0.25302;1.311;
LASER PHYS LETT;1612-2011;1547;3.779;2.885;1.543;151;1.8;0.00416;0.415;
LC GC EUR;1471-6577;397;0.424;0.524;0.107;121;5.2;0.00150;0.143;
LC GC N AM;1527-5949;508;0.291;0.281;0.104;183;5.2;0.00163;0.078;
LEARN MEMORY;1072-0502;3632;4.126;4.797;0.688;112;4.9;0.01788;1.816;
LEUKEMIA LYMPHOMA;1042-8194;4789;1.939;1.680;0.548;248;5.4;0.01658;0.496;
LEUKEMIA RES;0145-2126;3676;2.390;2.160;0.755;241;4.6;0.01300;0.621;
LEUKEMIA;0887-6924;14345;8.634;6.896;2.067;225;4.8;0.05949;2.216;
LIVER TRANSPLANT;1527-6465;7523;4.085;4.492;0.794;233;4.5;0.02863;1.140;
LUNG CANCER;0169-5002;5026;2.970;3.004;0.562;224;4.4;0.01904;0.782;
MACROMOL RAPID COMM;1022-1336;8966;3.907;3.798;0.688;256;4.9;0.03454;1.194;
MACROMOLECULES;0024-9297;80559;4.407;4.431;0.744;1370;7.8;0.18737;1.254;
MASS SPECTROM REV;0277-7037;2644;11.507;10.924;1.577;26;4.2;0.01221;3.798;
MATRIX BIOL;0945-053X;2942;3.613;4.141;0.470;66;7.0;0.00997;1.629;
MECH AGEING DEV;0047-6374;4818;3.915;3.785;0.915;82;6.3;0.01570;1.198;
MED BIOL ENG COMPUT;0140-0118;2974;1.379;1.600;0.431;130;9.8;0.00478;0.378;
MED CARE RES REV;1077-5587;894;2.553;2.846;0.333;36;5.5;0.00570;1.470;
MED CARE;0025-7079;12622;3.194;4.165;0.785;172;9.5;0.03263;1.736;
MED CHEM RES;1054-2523;298;0.731;0.560;0.089;56;9.2;0.00051;0.131;
MED CLIN N AM;0025-7125;2226;2.214;2.226;0.270;74;8.8;0.00455;0.604;
MED CLIN-BARCELONA;0025-7753;2962;1.258;1.317;0.424;184;6.2;0.00369;0.162;
MED DECIS MAKING;0272-989X;2566;2.929;2.853;0.568;81;8.7;0.00659;1.117;
MED DOSIM;0958-3947;489;2.324;;0.286;42;4.8;0.00170;;
MED EDUC;0308-0110;3699;2.181;2.707;0.614;140;5.9;0.01063;0.718;
MED ENG PHYS;1350-4533;2396;2.216;2.314;0.302;159;5.7;0.00770;0.661;
MED HIST;0025-7273;325;0.609;0.633;0.190;21;>10.0;0.00095;0.393;
MED HYPOTHESES;0306-9877;4109;1.416;1.216;0.459;362;4.3;0.01222;0.285;
MED IMAGE ANAL;1361-8415;2253;3.602;4.498;0.310;58;6.4;0.00563;1.108;
MED INFORM INTERNET;1463-9238;258;0.922;1.025;;0;6.2;0.00066;0.242;
MED J AUSTRALIA;0025-729X;9026;3.320;3.315;1.239;259;6.4;0.02037;0.769;
MED KLIN;0723-5003;590;0.451;0.374;0.082;85;7.9;0.00092;0.072;
MED LETT DRUGS THER;0025-732X;183;0.393;0.378;0.238;63;4.0;0.00048;0.072;
MED MALADIES INFECT;0399-077X;499;0.621;0.383;0.051;138;4.3;0.00109;0.066;
MED MICROBIOL IMMUN;0300-8584;1048;2.222;2.345;1.159;44;7.7;0.00271;0.827;
MED MOL MORPHOL;1860-1480;145;1.536;1.346;0.132;38;2.3;0.00073;0.314;
MED MYCOL;1369-3786;2054;2.156;2.217;0.287;115;4.9;0.00682;0.606;
MED ONCOL;1357-0560;675;1.134;1.234;0.177;79;6.3;0.00181;0.324;
MED PHYS;0094-2405;15896;3.871;4.072;0.574;544;5.9;0.03592;0.850;
MED PRIN PRACT;1011-7571;379;0.583;0.756;0.126;95;3.8;0.00143;0.162;
MED PROBL PERFORM AR;0885-1158;228;0.356;0.496;0.208;24;9.5;0.00018;0.069;
MED RES REV;0198-6325;2426;8.907;8.558;2.935;31;5.8;0.00710;2.320;
MED SCI LAW;0025-8024;429;0.467;0.531;0.019;53;>10.0;0.00107;0.187;
MED SCI MONITOR;1234-1010;3043;1.514;;0.176;255;4.6;0.01100;;
MED SCI SPORT EXER;0195-9131;18224;3.399;4.078;0.480;296;8.2;0.03636;1.145;
MED SPORT;0025-7826;82;0.100;0.130;0.000;29;;0.00012;0.023;
MED TEACH;0142-159X;1505;1.121;1.396;0.242;149;4.8;0.00488;0.344;
MED VET ENTOMOL;0269-283X;1729;1.788;2.197;0.157;51;7.8;0.00440;0.686;
MEDIAT INFLAMM;0962-9351;810;1.395;1.602;0.065;46;5.1;0.00284;0.436;
MEDICINA-BUENOS AIRE;0025-7680;429;0.217;0.317;0.190;58;8.0;0.00061;0.061;
MEDICINE;0025-7974;5048;4.329;6.778;0.250;36;>10.0;0.00783;2.006;
MEDITERR J MATH;1660-5446;68;0.357;;0.000;32;;0.00105;;
MELANOMA RES;0960-8931;1657;2.336;2.133;0.290;62;6.2;0.00494;0.605;
METHOD CELL BIOL;0091-679X;2363;1.595;1.657;0.635;156;>10.0;0.00552;0.744;
METHOD ENZYMOL;0076-6879;25337;2.312;2.126;0.171;385;>10.0;0.04747;1.066;
METHOD FIND EXP CLIN;0379-0355;981;1.000;1.073;0.145;55;8.1;0.00196;0.248;
METHOD INFORM MED;0026-1270;1156;1.057;1.155;0.556;63;5.6;0.00284;0.254;
METHOD MICROBIOL;0580-9517;624;0.217;0.366;;;>10.0;0.00018;0.114;
METHODOL COMPUT APPL;1387-5841;170;0.776;0.722;0.143;28;4.7;0.00125;0.425;
METHODS;1046-2023;7083;3.291;4.212;1.157;115;7.1;0.02485;1.790;
MICROBIOL MOL BIOL R;1092-2172;7106;16.950;19.062;1.241;29;7.2;0.02824;8.724;
MICROCHEM J;0026-265X;2037;2.505;2.061;0.353;85;6.5;0.00509;0.520;
MICROCHIM ACTA;0026-3672;2464;1.910;1.761;0.239;213;5.0;0.00761;0.440;
MITOCHONDRION;1567-7249;993;4.262;3.337;0.773;44;3.0;0.00571;1.022;
MODERN PATHOL;0893-3952;7795;4.678;4.319;0.886;185;5.4;0.02700;1.286;
MOL ASPECTS MED;0098-2997;1513;7.320;;1.029;35;4.6;0.00719;;
MOL BIOCHEM PARASIT;0166-6851;6950;2.951;2.782;0.594;138;8.3;0.01843;0.963;
MOL BIOL CELL;1059-1524;25456;5.558;6.017;1.188;485;5.3;0.16196;3.179;
MOL BIOL EVOL;0737-4038;20661;7.280;6.846;1.259;263;7.0;0.08137;2.948;
MOL BIOL REP;0301-4851;582;1.750;1.312;0.263;95;6.9;0.00146;0.379;
MOL BIOL+;0026-8933;901;0.849;0.705;0.169;118;6.6;0.00215;0.174;
MOL BIOSYST;1742-206X;846;4.236;4.527;0.721;122;2.2;0.00618;1.669;
MOL BIOTECHNOL;1073-6085;1338;1.669;1.879;0.286;91;5.1;0.00536;0.635;
MOL BREEDING;1380-3743;1977;2.008;2.425;0.402;102;6.9;0.00520;0.717;
MOL CANCER RES;1541-7786;2546;4.533;5.195;0.529;187;3.6;0.01888;1.910;
MOL CANCER THER;1535-7163;7929;5.003;5.428;0.645;397;3.2;0.04619;1.676;
MOL CANCER;1476-4598;1429;5.362;;0.551;89;2.7;0.01376;;
MOL CARCINOGEN;0899-1987;2739;3.571;3.120;0.699;93;6.0;0.00966;1.045;
MOL CELL BIOCHEM;0300-8177;7548;1.764;2.001;0.355;313;6.7;0.02202;0.610;
MOL CELL BIOL;0270-7306;69445;5.942;6.426;1.510;621;7.3;0.32274;3.431;
MOL CELL ENDOCRINOL;0303-7207;8120;3.611;3.235;0.696;227;6.5;0.02543;1.049;
MOL CELL NEUROSCI;1044-7431;6379;3.934;4.313;0.746;193;5.4;0.03316;1.809;
MOL CELL PROBE;0890-8508;1460;2.196;2.078;;;6.7;0.00430;0.685;
MOL CELL PROTEOMICS;1535-9476;7937;8.834;9.391;1.766;188;3.2;0.04920;3.130;
MOL CELL TOXICOL;1738-642X;94;0.759;0.688;0.115;52;;0.00041;0.144;
MOL CELL;1097-2765;33963;12.903;12.930;2.748;298;5.0;0.28520;8.385;
MOL CELLS;1016-8478;1766;2.023;1.998;0.249;169;4.4;0.00762;0.586;
MOL CRYST LIQ CRYST;1542-1406;4752;0.537;0.545;0.056;467;>10.0;0.00756;0.159;
MOL DIAGN THER;1177-1062;176;2.139;2.139;0.206;34;2.2;0.00109;0.620;
MOL ECOL NOTES;1471-8278;3700;1.605;1.847;;0;4.2;0.01882;0.555;
MOL ECOL RESOUR;1755-098X;77;;;0.188;383;;0.00002;;
MOL ECOL;0962-1083;19960;5.325;5.966;1.506;403;5.5;0.06928;1.810;
MOL ENDOCRINOL;0888-8809;14086;5.389;5.432;1.207;208;6.4;0.05128;1.977;
MOL GENET GENOMICS;1617-4615;2584;2.838;2.733;0.525;99;4.6;0.01485;1.029;
MOL GENET METAB;1096-7192;3508;2.629;2.679;0.625;160;5.0;0.01573;0.935;
MOL HUM REPROD;1360-9947;4018;2.537;3.045;0.373;83;6.7;0.01145;0.939;
MOL IMAGING BIOL;1536-1632;808;3.372;;0.532;47;4.0;0.00428;;
MOL IMAGING;1535-3508;788;3.329;;0.310;29;4.1;0.00474;;
MOL IMMUNOL;0161-5890;6397;3.555;3.583;1.036;471;3.8;0.02823;1.187;
MOL INTERV;1534-0384;1048;8.273;;1.857;7;4.6;0.00599;;
MOL MED REP;1791-2997;4;;;0.033;122;;0.00000;;
MOL MED;1076-1551;2378;3.411;4.086;0.863;80;7.6;0.00492;1.361;
MOL MEMBR BIOL;0968-7688;1247;3.596;3.444;0.375;64;4.9;0.00619;1.350;
MOL MICROBIOL;0950-382X;31290;5.213;5.436;1.131;442;6.5;0.13460;2.365;
MOL NEUROBIOL;0893-7648;1534;3.025;3.763;0.265;34;6.1;0.00563;1.283;
MOL NUTR FOOD RES;1613-4125;1674;3.308;3.723;0.644;146;2.6;0.00932;0.994;
MOL PAIN;1744-8069;485;3.705;;0.554;65;2.5;0.00356;;
MOL PHARMACEUT;1543-8384;1272;4.565;4.388;0.581;105;2.5;0.00715;1.169;
MOL PHARMACOL;0026-895X;21557;4.711;4.921;1.026;349;6.8;0.06926;1.664;
MOL PHYLOGENET EVOL;1055-7903;10098;3.871;4.448;0.590;385;4.9;0.04459;1.466;
MOL PHYS;0026-8976;11052;1.478;1.506;0.266;229;>10.0;0.02045;0.610;
MOL PLANT MICROBE IN;0894-0282;6699;4.136;4.303;0.758;149;6.6;0.02027;1.330;
MOL PLANT PATHOL;1464-6722;1447;3.084;3.724;0.908;65;4.2;0.00696;1.109;
MOL PLANT;1674-2052;45;;;0.477;88;;0.00001;;
MOL PSYCHIATR;1359-4184;9464;12.537;11.937;4.161;93;4.4;0.04617;4.250;
MOL REPROD DEV;1040-452X;5837;2.287;2.340;0.628;188;7.7;0.01210;0.632;
MOL SIMULAT;0892-7022;1229;1.325;1.296;0.157;140;4.7;0.00707;0.531;
MOL SYST BIOL;1744-4292;1741;12.243;12.633;1.815;65;2.2;0.01948;6.865;
MOL THER;1525-0016;8301;5.970;5.463;1.786;234;3.7;0.04274;1.746;
MOL VIS;1090-0535;2721;2.464;2.615;0.412;245;3.3;0.01418;0.784;
MOLECULES;1420-3049;1427;1.252;1.340;0.176;238;4.6;0.00504;0.343;
MOLLUSCAN RES;1323-5818;83;0.690;;0.143;14;;0.00041;;
MOVEMENT DISORD;0885-3185;11802;3.898;3.852;0.635;378;5.0;0.03884;1.015;
MUTAT RES-REV MUTAT;1383-5742;1704;5.912;6.091;0.979;48;6.0;0.00527;1.802;
NANO LETT;1530-6984;37089;10.371;12.189;1.524;817;3.7;0.25267;4.487;
NANO TODAY;1748-0132;376;8.795;9.231;1.077;13;1.8;0.00283;3.270;
NANOMEDICINE-UK;1743-5889;567;6.093;6.093;0.768;56;1.7;0.00354;1.857;
NANOTOXICOLOGY;1743-5390;101;3.720;3.720;0.444;18;1.5;0.00047;0.855;
NAT AREA J;0885-8608;557;0.750;0.791;0.150;40;8.9;0.00115;0.273;
NAT BIOTECHNOL;1087-0156;28188;22.297;25.329;7.730;100;5.3;0.14714;10.602;
NAT CELL BIOL;1465-7392;22676;17.774;17.637;5.145;145;5.2;0.16996;10.874;
NAT CHEM BIOL;1552-4450;3401;14.612;15.235;3.893;75;2.2;0.03411;7.541;
NAT CLIN PRACT CARD;1743-4297;978;5.972;;0.802;81;2.4;0.00759;;
NAT CLIN PRACT ENDOC;1745-8366;907;6.702;6.844;1.449;49;1.9;0.00653;2.414;
NAT CLIN PRACT GASTR;1743-4378;797;4.550;;0.878;49;2.7;0.00507;;
NAT CLIN PRACT NEPHR;1745-8323;654;5.594;5.942;0.745;47;2.2;0.00500;2.167;
NAT CLIN PRACT NEURO;1745-834X;746;6.979;6.806;0.957;47;2.1;0.00570;2.494;
NAT CLIN PRACT ONCOL;1743-4254;1437;9.113;;1.429;56;2.5;0.01116;;
NAT CLIN PRACT RHEUM;1745-8382;813;5.677;5.714;0.914;58;2.1;0.00548;1.860;
NAT CLIN PRACT UROL;1743-4270;484;2.874;;0.364;55;2.5;0.00356;;
NAT GENET;1061-4036;61812;30.259;26.446;8.549;215;6.6;0.32197;14.507;
NAT GEOSCI;1752-0894;256;;;1.885;130;0.5;0.00009;;
NAT HAZARD EARTH SYS;1561-8633;754;1.345;;0.206;131;3.7;0.00506;;
NAT HAZARDS;0921-030X;1051;0.989;1.472;0.185;108;5.4;0.00518;0.563;
NAT HIST;0028-0712;311;0.084;0.073;0.133;30;>10.0;0.00024;0.034;
NAT IMMUNOL;1529-2908;25245;25.113;26.247;5.797;133;4.3;0.20744;14.069;
NAT MATER;1476-1122;18902;23.132;25.759;5.326;129;3.6;0.18545;12.597;
NAT MED;1078-8956;48632;27.553;28.965;5.469;143;6.1;0.22711;12.967;
NAT METHODS;1548-7091;5956;13.651;15.011;4.254;118;2.5;0.06151;7.643;
NAT NANOTECHNOL;1748-3387;2927;20.571;20.588;5.097;93;1.6;0.02934;11.120;
NAT NEUROSCI;1097-6256;29226;14.164;16.825;3.297;185;5.1;0.19673;9.119;
NAT PHOTONICS;1749-4885;1745;24.982;24.982;4.608;74;1.4;0.01486;11.972;
NAT PHYS;1745-2473;5265;16.821;17.189;4.484;155;2.0;0.07467;12.709;
NAT PROD COMMUN;1934-578X;338;0.766;;0.129;342;1.9;0.00119;;
NAT PROD REP;0265-0568;3690;7.450;7.849;2.178;45;6.1;0.01317;2.712;
NAT PROD RES;1478-6419;636;0.782;0.866;0.109;220;2.9;0.00270;0.181;
NAT PROTOC;1754-2189;3366;4.170;4.175;1.321;156;2.0;0.03238;1.937;
NAT RESOUR FORUM;0165-0203;236;0.792;1.109;0.208;24;5.1;0.00117;0.408;
NAT RESOUR MODEL;0890-8575;174;0.600;;0.000;25;7.0;0.00063;;
NAT REV CANCER;1474-175X;18908;30.762;35.007;4.612;85;4.5;0.13538;15.265;
NAT REV DRUG DISCOV;1474-1776;10062;28.690;24.856;4.726;62;3.7;0.06837;9.233;
NAT REV GENET;1471-0056;12732;24.185;22.381;6.377;77;4.0;0.10764;12.259;
NAT REV IMMUNOL;1474-1733;15775;30.006;31.246;5.174;86;4.0;0.13462;15.255;
NAT REV MICROBIOL;1740-1526;6095;14.310;16.894;3.939;82;3.2;0.05898;7.801;
NAT REV MOL CELL BIO;1471-0072;19628;35.423;34.221;7.238;84;4.0;0.17847;19.974;
NAT REV NEUROSCI;1471-0048;15642;25.940;27.678;4.859;71;4.6;0.11403;13.938;
NAT STRUCT MOL BIOL;1545-9985;17436;10.987;10.799;2.764;165;6.1;0.11748;7.018;
NATURE;0028-0836;443967;31.434;31.210;8.194;899;8.5;1.76407;17.278;
NEOPLASIA;1522-8002;3779;5.191;5.124;1.682;151;3.6;0.01733;1.541;
NEOPLASMA;0028-2685;905;1.179;1.179;0.096;83;5.5;0.00251;0.278;
NEURO-ONCOLOGY;1522-8517;1296;5.000;5.268;0.934;76;3.8;0.00613;1.646;
NEURO-OPHTHALMOLOGY;0165-8107;151;0.111;0.118;0.071;56;>10.0;0.00007;0.026;
NEUROBIOL AGING;0197-4580;9386;5.959;6.132;1.591;186;5.3;0.03440;1.920;
NEUROBIOL DIS;0969-9961;6596;4.852;4.729;0.929;197;4.0;0.03401;1.606;
NEUROBIOL LEARN MEM;1074-7427;2902;3.757;3.927;0.701;144;5.6;0.01038;1.269;
NEUROCASE;1355-4794;877;0.918;1.552;0.083;48;6.6;0.00270;0.492;
NEUROCHEM INT;0197-0186;4848;3.228;3.076;1.078;218;4.9;0.01530;0.818;
NEUROCHEM RES;0364-3190;5205;2.260;2.312;0.524;307;6.1;0.01572;0.678;
NEUROCHIRURGIE;0028-3770;677;0.355;0.498;0.086;105;>10.0;0.00096;0.133;
NEUROCIRUGIA;1130-1473;141;0.277;0.367;0.170;47;4.5;0.00042;0.079;
NEUROCOMPUTING;0925-2312;2946;1.234;1.219;0.176;380;5.0;0.01043;0.330;
NEUROCRIT CARE;1541-6933;565;1.703;1.710;0.462;106;2.9;0.00326;0.490;
NEURODEGENER DIS;1660-2854;548;2.989;;1.258;62;2.4;0.00314;;
NEUROENDOCRINOL LETT;0172-780X;1273;1.359;1.250;0.131;176;3.5;0.00324;0.202;
NEUROENDOCRINOLOGY;0028-3835;4454;2.913;2.874;0.660;53;>10.0;0.00664;0.836;
NEUROEPIDEMIOLOGY;0251-5350;1572;1.737;2.517;0.364;66;6.5;0.00566;0.893;
NEUROGASTROENT MOTIL;1350-1925;2430;3.480;3.408;0.723;159;3.8;0.01018;0.897;
NEUROGENETICS;1364-6745;717;3.000;3.289;1.000;33;4.1;0.00391;1.243;
NEUROIMAG CLIN N AM;1052-5149;808;1.532;2.037;0.049;41;5.7;0.00329;0.685;
NEUROIMAGE;1053-8119;32622;5.694;6.884;0.984;743;4.6;0.15558;2.317;
NEUROIMMUNOMODULAT;1021-7401;794;1.212;1.874;0.061;49;7.5;0.00191;0.493;
