Abbreviated Journal Title;ISSN;{2010} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2010} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
QUINTESSENCE INT;0033-6572;1906;0.643;0.939;0.095;126;>10.0;0.00322;0.290;
R&D MAG;0746-9179;18;0.103;0.037;0.000;21;;0.00017;0.030;
RACSAM REV R ACAD A;1578-7303;104;0.400;;0.037;27;7.0;0.00076;;
RADIAT EFF DEFECT S;1042-0150;908;0.660;0.497;0.125;112;>10.0;0.00155;0.168;
RADIAT ENVIRON BIOPH;0301-634X;1068;2.040;1.950;0.824;68;6.8;0.00259;0.606;
RADIAT MEAS;1350-4487;3950;1.019;1.311;0.109;359;6.6;0.01210;0.447;
RADIAT MED;1862-5274;750;1.117;3.563;;0;6.1;0.00224;1.116;
RADIAT ONCOL;1748-717X;528;2.409;2.401;0.250;120;2.8;0.00281;0.713;
RADIAT PHYS CHEM;0969-806X;4390;1.132;1.153;0.341;214;7.9;0.00907;0.350;
RADIAT PROT DOSIM;0144-8420;4476;0.966;0.913;0.238;332;7.0;0.01204;0.300;
RADIAT RES;0033-7587;7875;2.578;2.795;0.486;179;9.2;0.01323;0.824;
RADIO SCI;0048-6604;2932;0.950;0.928;0.120;75;>10.0;0.00519;0.458;
RADIOCARBON;0033-8222;4348;2.703;2.207;0.298;161;9.6;0.00490;0.838;
RADIOCHIM ACTA;0033-8230;2286;1.128;1.249;0.202;109;9.1;0.00431;0.396;
RADIOGRAPHICS;0271-5333;6270;2.760;3.602;0.310;126;7.3;0.01379;1.055;
RADIOL CLIN N AM;0033-8389;1924;2.155;2.404;0.319;72;8.1;0.00407;0.734;
RADIOL MED;0033-8362;1130;1.618;1.448;0.194;103;4.4;0.00350;0.373;
RADIOL ONCOL;1318-2099;190;1.970;;0.302;43;2.3;0.00020;;
RADIOLOGE;0033-832X;640;0.523;0.454;0.097;93;7.3;0.00098;0.098;
RADIOLOGY;0033-8419;44706;6.066;6.409;0.879;390;9.8;0.08249;2.095;
RADIOPHYS QUANT EL+;0033-8443;683;0.490;;0.071;42;>10.0;0.00172;;
RADIOPROTECTION;0033-8451;132;0.862;;0.103;29;5.1;0.00064;;
RADIOTHER ONCOL;0167-8140;9609;4.337;4.329;0.933;269;5.6;0.02452;1.115;
RAFFLES B ZOOL;0217-2445;762;1.456;1.189;0.103;39;5.2;0.00270;0.385;
RAIRO-OPER RES;0399-0559;156;0.255;0.303;0.182;22;>10.0;0.00046;0.200;
RAIRO-THEOR INF APPL;0988-3754;250;0.506;0.552;0.222;27;9.0;0.00154;0.438;
RAMANUJAN J;1382-4090;272;0.552;0.599;0.090;67;4.3;0.00330;0.597;
RANDOM STRUCT ALGOR;1042-9832;1093;0.717;1.283;0.190;42;9.9;0.00679;1.453;
RANGELAND ECOL MANAG;1550-7424;654;1.438;1.579;0.253;75;3.7;0.00334;0.428;
RANGELAND J;1036-9872;334;1.040;0.984;1.513;39;4.6;0.00061;0.246;
RAPID COMMUN MASS SP;0951-4198;12398;2.846;2.786;0.409;430;5.5;0.03318;0.719;
RAPID PROTOTYPING J;1355-2546;571;0.720;1.350;0.062;48;6.8;0.00101;0.287;
RARE METAL MAT ENG;1002-185X;1210;0.139;0.189;0.008;647;4.5;0.00234;0.026;
RARE METALS;1001-0521;567;0.643;0.569;0.059;118;4.1;0.00253;0.161;
REACT FUNCT POLYM;1381-5148;3878;2.546;2.693;0.408;130;5.1;0.00959;0.629;
REACT KINET CATAL L;0133-1736;1451;0.569;0.639;;0;9.7;0.00242;0.175;
REACT KINET MECH CAT;1878-5190;13;;;0.089;146;;0.00000;;
REAL-TIME SYST;0922-6443;500;0.796;1.126;0.300;20;>10.0;0.00109;0.439;
REC AUST MUS;0067-1975;514;0.889;1.241;0.000;19;>10.0;0.00056;0.492;
REC NAT PROD;1307-6167;51;0.891;0.904;0.129;31;;0.00014;0.136;
RECENT PAT ANTI-CANC;1574-8928;290;2.368;2.594;1.077;13;2.9;0.00147;0.714;
RECENT PAT NANOTECH;1872-2105;61;0.949;1.037;0.250;20;;0.00025;0.235;
RECHT PSYCHIATR;0724-2247;20;0.097;;0.000;14;;0.00001;;
RECHTSMEDIZIN;0937-9819;245;0.876;;0.881;59;2.5;0.00018;;
REDOX REP;1351-0002;986;1.514;1.759;0.235;34;7.5;0.00164;0.441;
REFRACT IND CERAM+;1083-4877;197;0.174;0.177;0.000;67;6.3;0.00060;0.061;
REG ENVIRON CHANGE;1436-3798;249;1.325;;0.333;27;5.2;0.00093;;
REGEN MED;1746-0751;714;3.358;3.158;0.867;60;2.7;0.00364;0.895;
REGION ANESTH PAIN M;1098-7339;2609;2.807;2.724;0.622;90;7.1;0.00459;0.644;
REGUL CHAOTIC DYN;1560-3547;306;0.529;0.603;0.157;51;7.4;0.00116;0.299;
REGUL PEPTIDES;0167-0115;4542;2.473;2.387;0.523;151;6.9;0.00970;0.657;
REGUL TOXICOL PHARM;0273-2300;2704;2.162;2.378;0.461;141;6.4;0.00559;0.565;
REHABIL NURS;0278-4807;438;0.615;;0.059;34;9.2;0.00071;;
REHABILITATION;0034-3536;389;1.131;;0.947;38;5.2;0.00054;;
REJUV RES;1549-1684;1035;4.225;3.339;0.298;104;2.6;0.00354;0.622;
RELIAB ENG SYST SAFE;0951-8320;3473;1.897;2.022;0.216;139;6.4;0.01012;0.659;
REM-REV ESC MINAS;0370-4467;50;0.055;;0.000;95;;0.00011;;
REMOTE SENS ENVIRON;0034-4257;15614;3.951;4.605;0.602;244;7.4;0.03525;1.424;
RENAL FAILURE;0886-022X;1191;0.790;0.904;0.034;208;5.5;0.00312;0.225;
REND LINCEI-MAT APPL;1120-6330;83;0.500;;0.038;26;;0.00086;;
REND LINCEI-SCI FIS;2037-4631;61;0.460;;0.027;37;;0.00017;;
REND SEMIN MAT U PAD;0041-8994;243;0.271;0.291;0.000;29;>10.0;0.00081;0.309;
REP MATH PHYS;0034-4877;889;0.734;0.835;0.045;44;>10.0;0.00249;0.448;
REP PROG PHYS;0034-4885;8570;13.843;14.364;2.587;46;8.9;0.03204;7.870;
REPROD BIOL ENDOCRIN;1477-7827;1678;1.695;2.458;0.200;155;5.2;0.00553;0.687;
REPROD BIOL;1642-431X;283;1.500;;0.000;17;5.4;0.00083;;
REPROD BIOMED ONLINE;1472-6483;3755;2.285;2.390;0.295;227;4.1;0.01384;0.612;
REPROD DOMEST ANIM;0936-6768;1947;1.606;1.753;0.128;265;4.1;0.00571;0.404;
REPROD FERT DEVELOP;1031-3613;2395;2.553;2.604;0.398;113;6.4;0.00539;0.660;
REPROD SCI;1933-7191;887;2.586;2.721;0.375;120;2.3;0.00497;0.828;
REPROD TOXICOL;0890-6238;3243;3.137;3.317;0.477;128;4.8;0.00913;0.836;
REPRODUCTION;1470-1626;5703;3.049;3.409;0.640;186;5.4;0.01688;0.954;
REQUIR ENG;0947-3602;266;0.862;1.744;0.000;20;5.8;0.00082;0.511;
RES ASTRON ASTROPHYS;1674-4527;147;0.856;0.856;0.377;106;1.3;0.00106;0.436;
RES ENG DES;0934-9839;503;1.250;1.474;0.250;16;9.5;0.00066;0.444;
RES J BIOTECHNOL;0973-6263;38;0.284;;0.019;54;;0.00015;;
RES J CHEM ENVIRON;0972-0626;139;0.292;;0.029;69;4.3;0.00037;;
RES MICROBIOL;0923-2508;3283;2.405;2.651;0.463;108;6.4;0.00981;0.911;
RES NONDESTRUCT EVAL;0934-9847;190;0.480;0.578;0.133;15;>10.0;0.00022;0.180;
RES NURS HEALTH;0160-6891;2375;1.736;2.251;0.186;43;>10.0;0.00308;0.610;
RES Q EXERCISE SPORT;0270-1367;2901;1.191;1.662;0.478;67;>10.0;0.00272;0.449;
RES VET SCI;0034-5288;3618;1.330;1.544;0.341;182;>10.0;0.00522;0.393;
RESOUR CONSERV RECY;0921-3449;2206;1.969;2.347;0.257;175;6.0;0.00559;0.635;
RESOUR GEOL;1344-1698;217;0.705;0.431;0.290;31;7.1;0.00045;0.138;
RESP CARE;0020-1324;1778;1.534;;0.897;126;5.3;0.00561;;
RESP MED;0954-6111;5656;2.525;2.453;0.391;261;4.9;0.01742;0.676;
RESP PHYSIOL NEUROBI;1569-9048;5160;2.382;2.325;0.478;178;8.1;0.01234;0.730;
RESP RES;1465-9921;2812;2.859;3.730;0.350;183;4.6;0.01373;1.181;
RESPIRATION;0025-7931;2667;2.543;2.272;0.726;124;6.3;0.00590;0.576;
RESPIROLOGY;1323-7799;1991;1.865;1.827;0.387;160;3.9;0.00701;0.458;
RESTOR ECOL;1061-2971;2930;1.927;2.674;0.486;179;7.2;0.00620;0.747;
RESTOR NEUROL NEUROS;0922-6028;1167;3.349;3.054;1.328;58;4.3;0.00340;0.864;
RESULTS MATH;1422-6383;373;0.345;;0.020;51;>10.0;0.00180;;
RESUSCITATION;0300-9572;8592;4.177;4.297;1.443;246;5.2;0.03349;1.549;
RETINA-J RET VIT DIS;0275-004X;5012;2.774;2.899;0.434;226;4.6;0.01865;0.911;
RETROVIROLOGY;1742-4690;2208;5.236;4.403;1.431;109;2.8;0.01222;1.429;
REV ADV MATER SCI;1606-5131;664;0.649;0.918;0.086;93;5.4;0.00265;0.302;
REV ANAL CHEM;0793-0135;93;0.692;0.779;0.056;18;;0.00020;0.154;
REV ARGENT CLIN PSIC;0327-6716;30;0.366;;0.043;23;;0.00002;;
REV ARGENT MICROBIOL;0325-7541;252;0.494;;0.094;53;6.1;0.00050;;
REV ASSOC MED BRAS;0104-4230;556;0.553;;0.213;127;5.9;0.00072;;
REV BIOL MAR OCEANOG;0717-3326;175;0.383;0.542;0.089;79;4.3;0.00045;0.114;
REV BIOL TROP;0034-7744;1317;0.435;0.499;0.174;138;9.9;0.00173;0.126;
REV BRAS CIENC SOLO;0100-0683;1028;0.532;0.714;0.065;200;5.0;0.00201;0.122;
REV BRAS CIR CARDIOV;0102-7638;416;0.963;;0.772;79;2.9;0.00046;;
REV BRAS ENSINO FIS;1806-1117;112;0.152;;0.000;64;5.8;0.00023;;
REV BRAS ENTOMOL;0085-5626;674;0.514;0.575;0.085;94;7.9;0.00135;0.172;
REV BRAS FISIOTER;1413-3555;261;0.368;;0.014;72;5.6;0.00034;;
REV BRAS FRUTIC;0100-2945;1025;0.440;;0.006;162;6.7;0.00157;;
REV BRAS MED ESPORTE;1517-8692;319;0.445;;0.000;83;5.1;0.00041;;
REV BRAS MED VET;0100-2430;35;0.046;;0.000;40;;0.00003;;
REV BRAS OFTALMOL;0034-7280;105;0.176;;0.000;61;9.4;0.00004;;
REV BRAS PARASITOL V;0103-846X;289;0.548;;0.071;28;6.2;0.00060;;
REV BRAS PSIQUIATR;1516-4446;873;1.593;1.831;0.540;63;4.6;0.00231;0.393;
REV BRAS ZOOL;0101-8175;1085;0.540;0.669;;0;7.9;0.00224;0.199;
REV BRAS ZOOTECN;1516-3598;2805;0.702;0.853;0.131;360;6.2;0.00248;0.082;
REV CARDIOVASC MED;1530-6550;385;1.220;;0.057;35;6.0;0.00103;;
REV CHEM ENG;0167-8299;189;1.125;1.179;;;>10.0;0.00018;0.325;
REV CHIL HIST NAT;0716-078X;1063;0.723;1.080;0.341;41;9.8;0.00127;0.307;
REV CHIL INFECTOL;0716-1018;156;0.364;;0.115;61;4.0;0.00046;;
REV CHIM-BUCHAREST;0034-7752;990;0.693;0.498;0.119;260;3.5;0.00110;0.040;
REV CHIR ORTHOP;0035-1040;1251;0.546;0.540;;0;>10.0;0.00145;0.139;
REV CIENT-FAC CIEN V;0798-2259;123;0.109;0.175;0.027;74;5.5;0.00014;0.018;
REV CLIN ESP;0014-2565;577;0.762;0.654;0.387;62;7.0;0.00064;0.091;
REV COLOMB ENTOMOL;0120-0488;104;0.265;0.326;0.069;58;4.9;0.00025;0.074;
REV COLOMB ESTAD;0120-1751;10;0.056;;0.111;9;;0.00002;;
REV ECOL-TERRE VIE;0249-7395;391;0.486;0.604;0.038;26;>10.0;0.00049;0.170;
REV ECUAT NEUROL;1019-8113;9;0.020;0.017;;0;;0.00001;0.003;
REV ENDOCR METAB DIS;1389-9155;1003;4.083;4.463;0.400;30;4.3;0.00412;1.440;
REV ENVIRON CONTAM T;0179-5953;924;2.935;3.232;0.885;26;9.2;0.00145;0.909;
REV EPIDEMIOL SANTE;0398-7620;594;1.247;0.992;0.091;44;7.3;0.00121;0.250;
REV ESC ENFERM USP;0080-6234;435;0.455;;0.013;150;4.5;0.00045;;
REV ESP CARDIOL;0300-8932;1762;2.157;2.065;1.305;95;4.2;0.00424;0.413;
REV ESP ENFERM DIG;1130-0108;733;1.130;1.132;0.400;55;5.0;0.00123;0.174;
REV ESP MED NUCL;0212-6982;191;0.770;;0.163;43;3.9;0.00038;;
REV ESP NUTR COMUNIT;1135-3074;25;0.122;;0.000;26;;0.00003;;
REV ESP QUIM;0214-3429;182;0.667;;0.074;27;4.2;0.00052;;
REV FAC ING-UNIV ANT;0120-6230;19;0.089;;0.000;113;;0.00009;;
REV FISH BIOL FISHER;0960-3166;1758;3.609;3.900;0.300;40;9.7;0.00312;1.337;
REV FR ALLERGOL;1877-0320;213;0.212;0.210;0.065;108;5.4;0.00025;0.024;
REV GEOPHYS;8755-1209;5971;9.538;11.440;2.176;17;>10.0;0.01155;7.058;
REV IBEROAM AUTOM IN;1697-7912;28;0.195;;0.000;39;;0.00011;;
REV IBEROAM MICOL;1130-1406;531;1.074;;0.114;35;5.9;0.00112;;
REV ING INVEST;0120-5609;27;0.049;;;;;0.00005;;
REV INORG CHEM;0193-4929;102;0.321;0.391;0.000;8;>10.0;0.00009;0.068;
REV INST MED TROP SP;0036-4665;1499;0.934;;0.111;63;>10.0;0.00193;;
REV INT CONTAM AMBIE;0188-4999;74;0.333;;0.037;27;;0.00006;;
REV INT MED CIENC AC;1577-0354;40;0.380;;0.050;40;;0.00003;;
REV INT METOD NUMER;0213-1315;29;0.150;;0.091;11;;0.00003;;
REV INVEST CLIN;0034-8376;384;0.409;0.447;0.063;63;7.9;0.00059;0.098;
REV LAT-AM ENFERM;0104-1169;1009;0.856;;0.069;159;4.8;0.00107;;
REV LATINOAM HIPERTE;1856-4550;5;0.085;;0.000;9;;0.00002;;
REV MAL RESPIR;0761-8425;749;0.426;0.386;0.407;140;5.2;0.00079;0.042;
REV MAT COMPLUT;1139-1138;187;0.696;;0.185;27;8.4;0.00139;;
REV MAT IBEROAM;0213-2230;714;0.859;1.056;0.432;37;>10.0;0.00425;1.234;
REV MATH PHYS;0129-055X;655;1.290;1.289;0.156;32;8.7;0.00270;0.931;
REV MED CHILE;0034-9887;1185;0.366;0.470;0.080;213;6.9;0.00165;0.084;
REV MED INTERNE;0248-8663;1045;0.512;0.495;0.099;162;6.7;0.00159;0.088;
REV MED MICROBIOL;0954-139X;206;0.545;0.828;0.000;16;>10.0;0.00034;0.271;
REV MED VET-TOULOUSE;0035-1555;584;0.175;0.340;0.045;88;9.6;0.00068;0.073;
REV MED VIROL;1052-9276;1540;5.600;7.235;1.423;26;5.3;0.00621;2.680;
REV METAL MADRID;0034-8570;148;0.250;0.243;0.000;39;5.8;0.00032;0.051;
REV METALL-PARIS;0035-1563;195;0.090;0.125;0.033;30;>10.0;0.00057;0.076;
REV MEX ASTRON ASTR;0185-1101;662;2.500;2.069;0.059;34;6.6;0.00251;0.887;
REV MEX BIODIVERS;1870-3453;138;0.579;0.596;0.032;93;3.0;0.00079;0.181;
REV MEX CIENC GEOL;1026-8774;297;1.136;1.011;0.043;46;4.5;0.00128;0.353;
REV MEX FIS E;1870-3542;14;0.035;;0.000;28;;0.00019;;
REV MEX FIS;0035-001X;390;0.292;0.280;0.108;93;5.4;0.00094;0.066;
REV MEX ING QUIM;1665-2738;50;0.242;;0.030;33;;0.00015;;
REV MINERAL GEOCHEM;1529-6466;2430;3.694;4.122;3.070;43;7.2;0.00702;1.830;
REV MOD PHYS;0034-6861;29868;51.695;48.621;8.219;73;>10.0;0.10791;31.300;
REV NEFROL DIAL TRAS;0326-3428;7;0.023;;0.083;12;;0.00001;;
REV NEUROL-FRANCE;0035-3787;1472;0.528;0.560;0.045;134;9.4;0.00230;0.134;
REV NEUROLOGIA;0210-0010;1866;1.218;0.855;0.422;161;5.5;0.00236;0.111;
REV NEUROSCIENCE;0334-1763;954;2.047;2.881;0.214;28;6.4;0.00296;1.008;
REV NUTR;1415-5273;539;0.395;;0.038;78;6.0;0.00073;;
REV PALAEOBOT PALYNO;0034-6667;3552;1.985;2.325;0.352;105;>10.0;0.00577;0.720;
REV PHYSIOL BIOCH P;0303-4240;965;10.200;4.610;;;7.8;0.00152;1.904;
REV PNEUMOL CLIN;0761-8417;135;0.161;;0.056;54;6.7;0.00018;;
REV PORT PNEUMOL;0873-2159;108;0.355;;1.556;9;2.0;0.00025;;
REV PSIQ CLIN-BRAZIL;0101-6083;237;0.648;;0.113;53;4.3;0.00036;;
REV ROM BIOET;1583-5170;74;0.471;;0.372;43;;0.00003;;
REV ROM MATER;1583-3186;68;0.400;;0.077;39;;0.00006;;
REV ROMANA MED LAB;1841-6624;8;0.113;;0.029;34;;0.00001;;
REV SAUDE PUBL;0034-8910;2721;0.862;1.363;0.095;126;7.3;0.00442;0.284;
REV SCI INSTRUM;0034-6748;21869;1.598;1.745;0.394;1145;8.1;0.05935;0.706;
REV SCI TECH OIE;0253-1933;1788;1.609;1.491;0.184;49;8.5;0.00290;0.381;
REV SOC BRAS MED TRO;0037-8682;1540;0.580;0.847;0.048;168;7.4;0.00278;0.197;
REV STOMATOL CHIR;0035-1768;263;0.261;;0.071;56;>10.0;0.00043;;
REV SUISSE ZOOL;0035-418X;722;0.426;0.508;0.143;35;>10.0;0.00057;0.148;
REV SYMB LOGIC;1755-0203;28;0.433;0.433;0.038;26;;0.00026;0.219;
REV TEC FAC ING UNIV;0254-0770;32;0.040;;0.000;30;;0.00005;;
REV UNION MAT ARGENT;0041-6932;57;0.077;;0.000;15;;0.00055;;
REVSTAT-STAT J;1645-6726;74;0.733;;0.000;8;;0.00074;;
RHEOL ACTA;0035-4511;2927;2.382;1.991;0.408;103;10.0;0.00631;0.751;
RHEUM DIS CLIN N AM;0889-857X;1728;3.018;2.678;0.163;43;8.0;0.00409;0.857;
RHEUMATOL INT;0172-8172;2386;1.431;1.473;0.337;243;4.4;0.00760;0.372;
RHEUMATOLOGY;1462-0324;10875;4.171;4.328;0.912;294;4.9;0.03674;1.263;
RHINOLOGY;0300-0729;992;0.803;1.213;;;8.4;0.00238;0.389;
RHODORA;0035-4902;338;0.600;0.515;0.062;16;>10.0;0.00034;0.173;
RISK ANAL;0272-4332;4012;2.096;2.344;0.300;130;7.6;0.00917;0.787;
RIV BIOL-BIOL FORUM;0035-6050;114;0.886;0.643;0.200;5;4.9;0.00014;0.073;
RIV ITAL PALEONTOL S;0035-6883;762;0.709;0.764;0.077;26;>10.0;0.00082;0.284;
RIV ITAL SOSTANZE GR;0035-6808;217;0.269;0.256;0.042;24;>10.0;0.00017;0.057;
RIV ITAL TELERILEVAM;1129-8596;27;0.241;;0.062;32;;0.00006;;
RIV NUOVO CIMENTO;0393-697X;464;2.444;2.333;0.800;10;>10.0;0.00104;1.187;
RIV PSICHIATR;0035-6484;48;0.207;;0.000;40;;0.00008;;
RIVER RES APPL;1535-1459;1428;1.822;2.378;0.500;88;4.7;0.00571;0.729;
RNA BIOL;1547-6286;765;5.597;;0.512;86;2.7;0.00543;;
RNA;1355-8382;10743;6.051;5.486;1.164;232;4.9;0.05985;2.773;
ROAD MATER PAVEMENT;1468-0629;105;0.282;0.402;0.043;69;3.7;0.00063;0.156;
ROBOT AUTON SYST;0921-8890;1663;1.313;1.801;0.168;119;6.0;0.00410;0.470;
ROBOT CIM-INT MANUF;0736-5845;1009;1.254;1.497;0.101;89;5.7;0.00265;0.388;
ROBOTICA;0263-5747;932;0.939;1.036;0.289;90;6.6;0.00192;0.250;
ROCK MECH ROCK ENG;0723-2632;688;1.192;1.340;0.062;65;>10.0;0.00212;0.696;
ROCKY MT J MATH;0035-7596;879;0.443;0.400;0.037;107;>10.0;0.00340;0.305;
ROCZ OCHR SR;1506-218X;73;0.231;;0.036;55;;0.00004;;
ROFO-FORTSCHR RONTG;1438-9029;1756;2.473;1.392;0.443;97;6.1;0.00289;0.253;
ROM BIOTECH LETT;1224-5984;66;0.219;;0.054;167;;0.00016;;
ROM J INF SCI TECH;1453-8245;31;0.188;0.233;;;;0.00009;0.046;
ROM J LEG MED;1221-8618;39;0.301;;0.083;48;;0.00002;;
ROM J MORPHOL EMBRYO;1220-0522;144;0.381;;0.063;127;2.7;0.00044;;
ROM J PHYS;1221-146X;221;0.340;;0.093;75;3.6;0.00079;;
ROM REP PHYS;1221-1451;233;0.494;;0.119;84;3.7;0.00097;;
ROMATIZMA;1300-5286;16;0.108;0.270;;0;;0.00004;0.053;
RUBBER CHEM TECHNOL;0035-9475;2117;0.779;0.928;0.071;28;>10.0;0.00128;0.277;
RURAL REMOTE HEALTH;1445-6354;481;0.931;;0.348;115;3.7;0.00169;;
RUSS GEOL GEOPHYS+;1068-7971;1487;1.051;1.164;0.270;115;7.8;0.00324;0.332;
RUSS J APPL CHEM+;1070-4272;1511;0.262;0.283;0.040;421;7.5;0.00258;0.062;
RUSS J BIOORG CHEM+;1068-1620;715;0.547;0.644;0.099;121;7.6;0.00116;0.137;
RUSS J CARDIOL;1560-4071;1;0.006;;0.000;103;;0.00001;;
RUSS J COORD CHEM+;1070-3284;1257;0.591;0.588;0.105;143;9.4;0.00186;0.132;
RUSS J DEV BIOL+;1062-3604;206;0.393;;0.023;43;7.6;0.00030;;
RUSS J ECOL+;1067-4136;417;0.297;0.445;0.011;91;7.3;0.00084;0.110;
RUSS J ELECTROCHEM+;1023-1935;867;0.442;0.510;0.062;177;5.2;0.00200;0.108;
RUSS J GENET+;1022-7954;1204;0.431;0.529;0.060;232;6.8;0.00197;0.105;
RUSS J INORG CHEM+;0036-0236;2577;0.467;0.464;0.130;322;>10.0;0.00364;0.114;
RUSS J MAR BIOL+;1063-0740;442;0.368;;0.000;68;9.3;0.00066;;
RUSS J MATH PHYS;1061-9208;448;1.131;1.074;0.553;38;5.1;0.00252;0.562;
RUSS J NEMATOL;0869-6918;116;0.500;0.602;0.000;19;6.8;0.00030;0.176;
RUSS J NON-FERR MET+;1067-8212;57;0.088;;0.023;88;;0.00015;;
RUSS J NONDESTRUCT+;1061-8309;450;0.336;0.290;0.114;105;8.9;0.00042;0.039;
RUSS J NUMER ANAL M;0927-6467;126;0.592;0.435;0.029;35;5.1;0.00057;0.182;
RUSS J PAC GEOL;1819-7140;30;0.175;0.193;0.024;41;;0.00009;0.032;
RUSS J PHYS CHEM A+;0036-0244;2752;0.503;0.447;0.105;400;>10.0;0.00424;0.107;
RUSS J PHYS CHEM B+;1990-7931;91;0.211;0.212;0.035;170;;0.00032;0.042;
RUSS J PLANT PHYSL+;1021-4437;727;0.558;0.684;0.080;112;5.7;0.00140;0.129;
RUSS MATH SURV+;0036-0279;2186;0.496;0.493;0.125;40;>10.0;0.00437;0.592;
RUSS PHYS J+;1064-8887;488;0.189;;0.028;107;>10.0;0.00079;;
S AFR J BOT;0254-6299;1044;1.106;1.144;0.612;98;5.8;0.00219;0.275;
S AFR J ENOL VITIC;0253-939X;296;0.636;0.824;0.037;27;>10.0;0.00031;0.190;
S AFR J HIV MED;1608-9693;39;0.378;0.389;0.000;14;;0.00030;0.173;
S AFR J SCI;0038-2353;1688;0.596;0.748;0.113;62;>10.0;0.00222;0.246;
S AFR J SURG;0038-2361;164;0.233;0.378;0.167;24;>10.0;0.00023;0.100;
S AFR J WILDL RES;0379-4369;343;0.875;0.792;0.077;13;>10.0;0.00052;0.220;
SADHANA-ACAD P ENG S;0256-2499;312;0.279;0.399;0.000;52;7.5;0.00065;0.131;
SAFETY SCI;0925-7535;1788;1.637;1.724;0.166;175;6.9;0.00433;0.507;
SAINS MALAYS;0126-6039;64;0.152;;0.060;150;;0.00014;;
SAJP-S AFR J PSYCHI;1608-9685;21;0.481;;0.000;15;;0.00005;;
SALUD CIENC;1667-8982;6;0.028;;0.000;65;;0.00001;;
SAMJ S AFR MED J;0256-9574;2453;1.676;1.610;0.813;75;>10.0;0.00424;0.525;
SAMPE J;0091-1062;211;0.343;0.418;0.143;14;>10.0;0.00055;0.259;
SANG THROMB VAISS;0999-7385;28;0.133;;0.019;52;;0.00006;;
SANTE PUBLIQUE;0995-3914;101;0.266;;0.091;55;4.6;0.00015;;
SAO PAULO MED J;1516-3180;523;0.577;;0.069;58;5.9;0.00110;;
SAR QSAR ENVIRON RES;1062-936X;607;1.560;1.670;0.405;42;5.2;0.00148;0.379;
SARCOIDOSIS VASC DIF;1124-0490;702;1.541;1.680;0.143;21;8.7;0.00103;0.423;
SAUDI MED J;0379-5284;1631;0.560;0.505;0.189;201;5.4;0.00369;0.107;
SAUDI PHARM J;1319-0164;73;0.130;;0.067;30;;0.00014;;
SB MATH+;1064-5616;2158;0.535;0.571;0.181;72;>10.0;0.00526;0.694;
SCAND ACTUAR J;0346-1238;296;0.613;;0.158;19;8.8;0.00127;;
SCAND CARDIOVASC J;1401-7431;539;0.895;1.048;0.353;51;5.5;0.00187;0.351;
SCAND J CLIN LAB INV;0036-5513;2958;1.629;1.519;0.232;112;>10.0;0.00403;0.417;
SCAND J GASTROENTERO;0036-5521;7317;1.966;1.911;1.176;182;9.9;0.01119;0.549;
SCAND J IMMUNOL;0300-9475;3822;1.935;1.950;0.533;120;7.5;0.00831;0.593;
SCAND J INFECT DIS;0036-5548;3698;1.562;1.688;0.377;146;8.0;0.00784;0.537;
SCAND J LAB ANIM SCI;0901-3393;96;0.231;0.320;0.400;5;;0.00015;0.060;
SCAND J MED SCI SPOR;0905-7188;2803;2.794;3.218;0.678;146;6.1;0.00767;0.987;
SCAND J OCCUP THER;1103-8128;272;0.653;;0.303;33;6.2;0.00046;;
SCAND J PLAST RECONS;0284-4311;1372;0.539;0.734;0.033;60;>10.0;0.00167;0.256;
SCAND J PRIM HEALTH;0281-3432;936;1.909;1.984;0.222;36;7.5;0.00171;0.456;
SCAND J PUBLIC HEALT;1403-4948;1592;1.487;1.748;0.309;139;5.1;0.00553;0.563;
SCAND J RHEUMATOL;0300-9742;2445;2.594;2.377;0.222;72;8.8;0.00459;0.658;
SCAND J STAT;0303-6898;1725;0.835;1.326;0.128;39;>10.0;0.00585;1.359;
SCAND J SURG;1457-4969;404;1.080;;0.106;47;4.8;0.00169;;
SCAND J TRAUMA RESUS;1757-7241;171;2.176;;0.182;55;1.7;0.00061;;
SCAND J UROL NEPHROL;0036-5599;1836;1.293;1.197;0.100;70;>10.0;0.00367;0.395;
SCAND J WORK ENV HEA;0355-3140;3527;3.540;3.586;1.395;43;>10.0;0.00584;1.033;
SCANNING;0161-0457;706;1.333;1.246;0.146;41;>10.0;0.00140;0.393;
SCHIZOPHR RES;0920-9964;14068;4.374;4.964;0.622;286;5.5;0.04270;1.442;
SCHIZOPHRENIA BULL;0586-7614;8966;8.273;8.530;1.481;106;6.5;0.02808;2.948;
SCHMERZ;0932-433X;509;1.170;0.950;0.300;60;4.9;0.00093;0.170;
SCHWEIZ ARCH TIERH;0036-7281;559;0.768;0.726;0.073;55;9.6;0.00089;0.174;
SCI ADV MATER;1947-2935;59;2.000;2.071;0.422;64;;0.00012;0.425;
SCI ALIMENT;0240-8813;407;0.900;0.328;0.067;15;>10.0;0.00012;0.047;
SCI AM;0036-8733;5165;2.372;1.945;0.405;84;>10.0;0.00824;0.925;
SCI CHINA EARTH SCI;1674-7313;40;;;0.181;182;;0.00003;;
SCI CHINA INFORM SCI;1674-733X;33;;;0.133;240;;0.00000;;
SCI CHINA LIFE SCI;1674-7305;65;;;0.369;168;;0.00000;;
