Abbreviated Journal Title;ISSN;{2011} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2011} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
PEDIATR ANN;0090-4481;481;0.484;0.495;0.000;7;7.8;0.00111;0.162;
PEDIATR BLOOD CANCER;1545-5009;4511;1.891;2.018;0.546;348;3.6;0.02201;0.666;
PEDIATR CARDIOL;0172-0643;2301;1.298;1.222;0.254;205;6.4;0.00643;0.425;
PEDIATR CLIN N AM;0031-3955;2244;2.245;2.171;0.080;87;9.6;0.00490;0.748;
PEDIATR CRIT CARE ME;1529-7535;2529;3.129;2.973;0.937;191;4.5;0.00831;0.929;
PEDIATR DENT;0164-1263;1626;1.022;1.454;0.314;70;9.2;0.00210;0.330;
PEDIATR DERMATOL;0736-8046;2514;1.072;1.250;0.211;190;7.4;0.00530;0.359;
PEDIATR DEVEL PATHOL;1093-5266;1032;0.986;1.049;0.101;79;7.4;0.00214;0.338;
PEDIATR DIABETES;1399-543X;1321;2.160;2.359;0.365;104;3.8;0.00585;0.748;
PEDIATR DRUGS;1174-5878;756;1.786;1.879;0.688;32;6.0;0.00184;0.528;
PEDIATR EMERG CARE;0749-5161;1989;0.782;1.002;0.083;254;6.4;0.00556;0.334;
PEDIATR EXERC SCI;0899-8493;1183;1.711;2.010;0.043;47;8.7;0.00188;0.538;
PEDIATR HEMAT ONCOL;0888-0018;921;0.891;0.962;0.143;84;7.7;0.00210;0.308;
PEDIATR INFECT DIS J;0891-3668;10866;3.577;3.362;0.944;319;6.9;0.02905;1.190;
PEDIATR INT;1328-8067;1523;0.626;0.793;0.051;214;6.1;0.00394;0.231;
PEDIATR NEONATOL;1875-9572;160;0.752;;0.188;69;2.6;0.00073;;
PEDIATR NEPHROL;0931-041X;6541;2.518;2.302;0.848;224;6.0;0.01550;0.627;
PEDIATR NEUROL;0887-8994;3457;1.522;1.518;0.206;170;7.2;0.00808;0.482;
PEDIATR NEUROSURG;1016-2291;2204;0.703;0.988;0.079;38;>10.0;0.00226;0.298;
PEDIATR PHYS THER;0898-5669;426;0.963;;0.333;42;5.9;0.00080;;
PEDIATR PULM;8755-6863;4693;2.533;2.058;0.466;161;7.2;0.01100;0.657;
PEDIATR RADIOL;0301-0449;4542;1.674;1.604;0.342;199;6.9;0.01062;0.476;
PEDIATR RES;0031-3998;10762;2.700;2.728;0.615;213;8.7;0.02097;0.918;
PEDIATR REV;0191-9601;585;0.545;0.661;0.224;49;9.3;0.00105;0.203;
PEDIATR RHEUMATOL;1546-0096;145;1.440;;0.057;35;3.0;0.00084;;
PEDIATR SURG INT;0179-0358;2698;1.253;1.152;0.159;232;6.3;0.00639;0.323;
PEDIATR TRANSPLANT;1397-3142;2042;1.475;1.548;0.335;158;5.0;0.00595;0.424;
PEDIATRICS;0031-4005;55406;5.437;5.785;0.938;698;7.2;0.14286;2.030;
PEDOBIOLOGIA;0031-4056;1855;1.816;2.000;0.254;67;9.6;0.00209;0.587;
PEDOSPHERE;1002-0160;932;1.161;1.540;0.077;91;4.6;0.00348;0.415;
PEER PEER NETW APPL;1936-6442;30;0.229;0.500;0.000;28;;0.00015;0.134;
PELVI-PERINEOLOGIE;1778-3712;19;0.074;;0.000;30;;0.00003;;
PEPTIDES;0196-9781;9227;2.434;2.492;0.466;343;6.5;0.01972;0.649;
PERCEPTION;0301-0066;4879;1.313;1.641;0.129;140;>10.0;0.00786;0.611;
PERFORM EVALUATION;0166-5316;866;0.791;1.132;0.231;78;6.9;0.00307;0.550;
PERFUSION-UK;0267-6591;685;0.918;0.996;0.152;79;7.1;0.00153;0.307;
PERIOD BIOL;0031-5362;245;0.192;0.346;0.054;74;6.5;0.00050;0.087;
PERIOD MATH HUNG;0031-5303;240;0.264;;0.087;23;>10.0;0.00072;;
PERIOD MINERAL;0369-8963;242;0.703;;0.182;33;8.0;0.00052;;
PERIOD POLYTECH-CHEM;0324-5853;16;0.269;;0.000;11;;0.00003;;
PERIOD POLYTECH-CIV;0553-6626;25;0.455;;0.000;10;;0.00007;;
PERIODONTOL 2000;0906-6713;2314;3.961;4.417;1.561;41;7.9;0.00445;1.298;
PERITON DIALYSIS INT;0896-8608;2807;2.097;1.919;0.392;97;6.9;0.00373;0.352;
PERMAFROST PERIGLAC;1045-6740;1077;2.516;2.710;0.433;30;8.0;0.00243;0.914;
PERS MED;1741-0541;254;1.528;1.019;0.388;49;2.5;0.00115;0.300;
PERS UBIQUIT COMPUT;1617-4909;486;0.938;1.087;0.071;70;5.4;0.00226;0.466;
PERSOONIA;0031-5850;437;4.136;3.600;1.111;18;3.2;0.00120;0.871;
PERSPECT BIOL MED;0031-5982;853;1.342;1.396;0.051;39;8.4;0.00217;0.585;
PERSPECT PLANT ECOL;1433-8319;1095;3.208;5.229;0.310;29;6.3;0.00372;2.112;
PERSPECT PSYCHIATR C;0031-5990;296;1.298;1.387;0.292;24;4.9;0.00096;0.439;
PERVASIVE MOB COMPUT;1574-1192;226;1.250;;0.106;47;3.0;0.00173;;
PESQUISA VET BRASIL;0100-736X;685;0.510;0.612;0.112;196;5.5;0.00093;0.090;
PEST MANAG SCI;1526-498X;4101;2.251;2.545;0.500;200;5.5;0.01035;0.675;
PESTIC BIOCHEM PHYS;0048-3575;2369;1.713;2.064;0.266;124;7.8;0.00414;0.479;
PETROL CHEM+;0965-5441;329;0.374;0.406;0.111;90;6.1;0.00085;0.124;
PETROL GEOSCI;1354-0793;474;1.161;1.213;0.423;26;8.2;0.00148;0.573;
PETROL SCI TECHNOL;1091-6466;635;0.335;0.363;0.095;252;6.3;0.00171;0.121;
PETROL SCI;1672-5107;120;0.474;;0.079;63;2.7;0.00048;;
PETROLOGY+;0869-5911;546;1.054;1.126;0.139;36;8.5;0.00173;0.543;
PETROPHYSICS;1529-9074;127;0.298;0.521;0.143;14;5.9;0.00074;0.333;
PFERDEHEILKUNDE;0177-7726;269;0.235;0.268;0.056;72;9.7;0.00026;0.044;
PFLEGE;1012-5302;59;0.182;;0.050;20;;0.00010;;
PFLUG ARCH EUR J PHY;0031-6768;9058;4.463;3.724;0.695;131;7.7;0.02139;1.319;
PHARM BIOL;1388-0209;1638;0.878;1.046;0.209;177;5.9;0.00241;0.172;
PHARM CHEM J+;0091-150X;1188;0.373;;0.054;168;>10.0;0.00130;;
PHARM DEV TECHNOL;1083-7450;990;1.363;1.395;0.329;70;6.6;0.00172;0.302;
PHARM IND;0031-711X;194;0.186;0.161;0.054;56;>10.0;0.00013;0.027;
PHARM RES-DORDR;0724-8741;17160;4.093;4.668;0.739;261;8.5;0.02791;1.197;
PHARM STAT;1539-1604;422;2.067;2.160;0.463;67;4.1;0.00254;1.056;
PHARM WORLD SCI;0928-1231;1036;1.215;1.432;;0;5.6;0.00232;0.330;
PHARMACOECONOMICS;1170-7690;2894;2.663;3.013;0.800;70;7.0;0.00754;1.065;
PHARMACOEPIDEM DR S;1053-8569;3002;2.528;2.705;0.507;150;4.5;0.01237;0.953;
PHARMACOGENET GENOM;1744-6872;2589;3.485;3.959;0.523;107;4.1;0.01100;1.167;
PHARMACOGENOMICS J;1470-269X;1895;4.536;4.406;1.688;48;4.8;0.00642;1.379;
PHARMACOGENOMICS;1462-2416;3161;3.974;3.964;0.509;114;3.7;0.01387;1.197;
PHARMACOGN MAG;0973-1296;254;1.159;;0.200;55;2.5;0.00050;;
PHARMACOL BIOCHEM BE;0091-3057;12819;2.532;2.770;0.472;267;>10.0;0.01560;0.723;
PHARMACOL REP;1734-1140;1769;2.445;2.386;0.282;124;3.6;0.00616;0.547;
PHARMACOL RES;1043-6618;5192;4.436;3.875;0.588;153;6.2;0.01215;1.060;
PHARMACOL REV;0031-6997;9712;20.225;23.667;3.000;33;9.9;0.01605;8.334;
PHARMACOL THERAPEUT;0163-7258;10260;8.562;9.350;1.670;100;5.9;0.02917;2.946;
PHARMACOLOGY;0031-7012;1974;1.788;1.909;0.187;91;8.1;0.00364;0.489;
PHARMACOPSYCHIATRY;0176-3679;1735;2.071;1.714;0.442;52;8.2;0.00246;0.422;
PHARMACOTHERAPY;0277-0008;4396;2.900;2.423;0.216;139;6.2;0.01233;0.776;
PHARMAZIE;0031-7144;3029;1.006;0.911;0.103;175;>10.0;0.00324;0.188;
PHASE TRANSIT;0141-1594;1091;1.006;0.962;0.380;100;8.1;0.00322;0.397;
PHIL MAG LETT;0950-0839;1647;1.241;1.250;0.167;78;8.0;0.00518;0.593;
PHILIPP J VET MED;0031-7705;29;0.129;;0.000;18;;0.00002;;
PHILOS MAG;1478-6435;8720;1.510;1.433;0.581;313;>10.0;0.01960;0.673;
PHILOS SCI;0031-8248;1602;0.552;0.792;0.072;83;>10.0;0.00219;0.361;
PHILOS T R SOC A;1364-503X;10139;2.773;3.024;1.351;322;7.8;0.03233;1.422;
PHILOS T R SOC B;0962-8436;23973;6.401;7.154;2.746;319;7.1;0.07729;3.300;
PHLEBOL-ANN VASC;****-****;104;0.047;;0.000;20;>10.0;0.00004;;
PHLEBOLOGIE;0939-978X;221;0.879;0.671;0.194;36;5.6;0.00032;0.108;
PHLEBOLOGY;0268-3555;520;2.072;1.683;0.375;56;3.4;0.00189;0.473;
PHONETICA;0031-8388;557;1.600;1.526;0.364;11;>10.0;0.00061;0.579;
PHOSPHORUS SULFUR;1042-6507;2908;0.716;0.721;0.121;323;8.0;0.00351;0.131;
PHOTOCH PHOTOBIO SCI;1474-905X;3988;2.584;2.688;0.620;216;4.7;0.01174;0.746;
PHOTOCHEM PHOTOBIOL;0031-8655;10117;2.413;2.636;0.598;174;>10.0;0.01410;0.764;
PHOTODERMATOL PHOTO;0905-4383;1172;1.305;1.571;0.250;60;7.3;0.00224;0.416;
PHOTODIAGN PHOTODYN;1572-1000;604;2.522;;0.419;31;4.7;0.00133;;
PHOTOGRAMM ENG REM S;0099-1112;4056;1.048;1.727;0.098;82;>10.0;0.00516;0.561;
PHOTOGRAMM FERNERKUN;1432-8364;57;0.377;;0.125;24;;0.00025;;
PHOTOGRAMM REC;0031-868X;316;1.098;1.485;0.120;25;6.2;0.00067;0.362;
PHOTOMED LASER SURG;1549-5418;1150;1.255;1.626;0.255;110;4.2;0.00270;0.282;
PHOTONIC NANOSTRUCT;1569-4410;390;1.681;1.960;0.382;55;3.6;0.00203;0.733;
PHOTONIC NETW COMMUN;1387-974X;259;0.485;0.405;0.086;58;6.0;0.00073;0.131;
PHOTONIC SPECTRA;0731-1230;98;0.067;0.074;0.027;74;;0.00033;0.028;
PHOTOSYNTH RES;0166-8595;4808;3.243;3.291;0.800;80;8.0;0.01027;1.108;
PHOTOSYNTHETICA;0300-3604;1732;1.000;1.283;0.118;76;8.4;0.00212;0.262;
PHYCOL RES;1322-0829;555;1.543;1.275;0.250;36;7.1;0.00131;0.416;
PHYCOLOGIA;0031-8884;2149;2.000;1.905;0.385;52;>10.0;0.00280;0.554;
PHYS ATOM NUCL+;1063-7788;1424;0.568;0.540;0.179;201;6.6;0.00422;0.194;
PHYS BIOL;1478-3967;1080;2.595;3.063;0.684;98;3.8;0.00635;1.374;
PHYS CHEM CHEM PHYS;1463-9076;31819;3.573;3.931;0.910;2314;4.0;0.11161;1.243;
PHYS CHEM EARTH;1474-7065;2325;1.110;1.467;0.313;214;6.3;0.00599;0.465;
PHYS CHEM GLASSES-B;1753-3562;1346;0.628;0.522;0.059;34;>10.0;0.00115;0.175;
PHYS CHEM LIQ;0031-9104;551;0.603;0.721;0.054;74;7.0;0.00105;0.172;
PHYS CHEM MINER;0342-1791;2698;1.730;1.830;0.397;78;>10.0;0.00521;0.862;
PHYS EARTH PLANET IN;0031-9201;5644;2.319;2.354;0.377;122;9.5;0.01682;1.277;
PHYS ESSAYS;0836-1398;158;0.276;;0.107;84;5.2;0.00004;;
PHYS FLUIDS;1070-6631;19803;1.926;2.075;0.355;488;>10.0;0.04524;0.992;
PHYS GEOGR;0272-3646;580;0.983;1.065;0.321;28;>10.0;0.00093;0.331;
PHYS LETT A;0375-9601;23288;1.632;1.731;0.373;761;8.2;0.06132;0.644;
PHYS LETT B;0370-2693;54511;3.955;3.501;2.197;1010;>10.0;0.11799;1.441;
PHYS LIFE REV;1571-0645;549;7.208;5.241;10.917;12;2.7;0.00215;2.020;
PHYS MED BIOL;0031-9155;16879;2.829;2.872;0.455;490;6.5;0.04012;0.834;
PHYS MED REH CLIN N;1047-9651;631;1.400;;0.085;47;6.3;0.00157;;
PHYS MED REHAB KUROR;0940-6689;108;0.313;0.258;0.000;30;8.7;0.00014;0.044;
PHYS MEDICA;1120-1797;278;1.068;1.147;0.100;30;4.7;0.00110;0.398;
PHYS MET METALLOGR+;0031-918X;1518;0.540;0.479;0.123;146;>10.0;0.00223;0.152;
PHYS OCCUP THER PEDI;0194-2638;367;1.208;;0.222;27;5.9;0.00085;;
PHYS PART NUCLEI+;1063-7796;359;0.519;0.578;0.154;39;6.6;0.00129;0.261;
PHYS PERSPECT;1422-6944;126;0.214;0.262;0.200;15;>10.0;0.00013;0.112;
PHYS PLASMAS;1070-664X;18761;2.147;2.088;0.579;917;6.0;0.05750;0.741;
PHYS REP;0370-1573;18742;20.394;20.574;4.600;35;>10.0;0.04532;10.744;
PHYS REV A;1050-2947;86163;2.878;2.612;0.840;2723;8.2;0.21983;0.980;
PHYS REV B;1098-0121;278680;3.691;3.405;0.889;6121;8.8;0.75604;1.428;
PHYS REV C;0556-2813;34983;3.308;3.068;0.976;1084;7.0;0.08064;0.925;
PHYS REV D;1550-7998;120339;4.558;4.027;1.738;2974;6.3;0.30080;1.245;
PHYS REV E;1539-3755;68373;2.255;2.261;0.474;2508;7.2;0.20591;0.958;
PHYS REV LETT;0031-9007;335444;7.370;7.013;2.147;3229;7.8;1.14457;3.518;
PHYS REV SPEC TOP-AC;1098-4402;1643;1.520;1.417;0.345;200;4.3;0.00740;0.565;
PHYS REV SPEC TOP-PH;1554-9178;168;0.902;1.336;0.100;30;4.0;0.00104;0.502;
PHYS SCRIPTA;0031-8949;6259;1.204;1.019;0.268;605;7.5;0.01648;0.379;
PHYS SOLID STATE+;1063-7834;4735;0.711;0.666;0.178;398;>10.0;0.00778;0.212;
PHYS STATUS SOLIDI A;1862-6300;9041;1.463;1.319;0.316;494;8.1;0.02399;0.506;
PHYS STATUS SOLIDI B;0370-1972;8109;1.316;1.202;0.525;446;7.7;0.02412;0.504;
PHYS STATUS SOLIDI-R;1862-6254;1103;2.218;2.393;0.674;138;2.8;0.00741;0.963;
PHYS THER SPORT;1466-853X;283;1.043;1.214;0.185;27;5.8;0.00070;0.328;
PHYS THER;0031-9023;7427;3.113;3.517;1.053;133;>10.0;0.01019;0.884;
PHYS TODAY;0031-9228;3527;5.648;4.356;1.868;38;9.4;0.01200;2.987;
PHYS WAVE PHENOM;1541-308X;76;0.384;;0.102;49;;0.00046;;
PHYS WORLD;0953-8585;364;0.417;0.409;0.125;48;8.7;0.00114;0.236;
PHYS-USP+;1063-7869;4578;2.154;2.418;0.255;98;>10.0;0.00784;1.082;
PHYSICA A;0378-4371;13350;1.373;1.374;0.436;484;7.5;0.03244;0.478;
PHYSICA B;0921-4526;12512;1.063;0.916;0.296;881;6.7;0.03535;0.324;
PHYSICA C;0921-4534;7132;1.014;0.737;0.121;363;8.4;0.01892;0.288;
PHYSICA D;0167-2789;9144;1.594;1.737;0.586;169;>10.0;0.01935;0.979;
PHYSICA E;1386-9477;5134;1.532;1.234;0.377;350;4.3;0.01928;0.419;
PHYSICIAN SPORTSMED;0091-3847;598;1.023;;0.145;62;>10.0;0.00070;;
PHYSICOCHEM PROBL MI;1643-1049;135;0.500;;0.135;52;5.5;0.00023;;
PHYSIOL BEHAV;0031-9384;16056;2.869;3.226;0.489;333;>10.0;0.02746;1.008;
PHYSIOL BIOCHEM ZOOL;1522-2152;2273;2.201;2.490;0.579;57;6.4;0.00718;0.970;
PHYSIOL ENTOMOL;0307-6962;1638;1.330;1.441;0.308;52;>10.0;0.00227;0.475;
PHYSIOL GENOMICS;1094-8341;4134;2.735;3.260;0.496;127;5.6;0.01376;1.126;
PHYSIOL MEAS;0967-3334;2436;1.677;1.737;0.269;145;5.7;0.00607;0.460;
PHYSIOL MOL PLANT P;0885-5765;2078;1.377;2.169;0.256;43;>10.0;0.00195;0.546;
PHYSIOL PLANTARUM;0031-9317;12394;3.112;3.276;0.569;102;>10.0;0.01323;0.900;
PHYSIOL RES;0862-8408;2184;1.555;1.626;0.230;126;5.7;0.00511;0.405;
PHYSIOL REV;0031-9333;20735;26.866;36.169;4.559;34;9.2;0.04726;14.983;
PHYSIOLOGY;1548-9213;2230;7.953;8.689;0.879;33;4.7;0.01174;3.557;
PHYSIOTHER CAN;0300-0508;409;0.540;;0.359;39;>10.0;0.00026;;
PHYSIOTHERAPY;0031-9406;909;1.558;1.288;0.283;46;>10.0;0.00123;0.365;
PHYTOCHEM ANALYSIS;0958-0344;1883;2.633;2.320;0.533;75;7.1;0.00310;0.519;
PHYTOCHEM LETT;1874-3900;229;1.222;1.400;0.120;100;2.7;0.00090;0.318;
PHYTOCHEM REV;1568-7767;1097;4.333;;0.382;34;4.4;0.00371;;
PHYTOCHEMISTRY;0031-9422;29519;3.351;3.527;0.402;261;>10.0;0.02459;0.892;
PHYTOCOENOLOGIA;0340-269X;403;0.697;0.806;0.100;10;10.0;0.00041;0.228;
PHYTOMEDICINE;0944-7113;4731;3.268;3.300;0.441;195;5.4;0.00924;0.651;
PHYTON-ANN REI BOT A;0079-2047;277;0.833;0.593;0.161;31;>10.0;0.00021;0.140;
PHYTON-INT J EXP BOT;0031-9457;159;0.259;0.309;0.000;33;>10.0;0.00012;0.059;
PHYTOPARASITICA;0334-2123;838;0.887;0.910;0.148;61;8.8;0.00131;0.248;
PHYTOPATHOL MEDITERR;0031-9465;800;1.367;1.452;0.116;69;9.7;0.00101;0.294;
PHYTOPATHOLOGY;0031-949X;12574;2.799;2.924;0.481;158;>10.0;0.01294;0.854;
PHYTOTAXA;1179-3155;179;1.797;1.797;0.611;90;1.3;0.00043;0.336;
PHYTOTHER RES;0951-418X;7721;2.086;2.469;0.290;290;6.7;0.01201;0.476;
PIGM CELL MELANOMA R;1755-1471;2854;5.059;5.106;1.135;74;6.0;0.00890;1.839;
PIGM RESIN TECHNOL;0369-9420;278;0.707;0.785;0.057;35;5.9;0.00045;0.138;
PITUITARY;1386-341X;947;1.830;;0.381;63;5.7;0.00227;;
PLACENTA;0143-4004;5718;3.693;3.373;0.602;211;5.9;0.01381;0.906;
PLANET SPACE SCI;0032-0633;5527;2.224;2.128;0.560;193;>10.0;0.01863;1.086;
PLANT BIOLOGY;1435-8603;2485;2.395;2.553;0.674;129;5.7;0.00701;0.780;
PLANT BIOSYST;1126-3504;734;1.418;1.379;0.538;130;3.4;0.00179;0.280;
PLANT BIOTECHNOL J;1467-7644;2534;5.442;5.355;1.196;97;3.9;0.00781;1.248;
PLANT BIOTECHNOL REP;1863-5466;219;1.187;1.489;0.237;38;3.2;0.00063;0.244;
PLANT BIOTECHNOL-NAR;1342-4580;682;0.944;;0.948;58;4.5;0.00190;;
PLANT BREEDING;0179-9541;2706;1.596;1.517;0.176;119;8.8;0.00449;0.422;
PLANT CELL ENVIRON;0140-7791;13067;5.215;5.748;0.889;171;8.4;0.02542;1.746;
PLANT CELL PHYSIOL;0032-0781;10712;4.702;4.486;0.906;181;7.4;0.02333;1.415;
PLANT CELL REP;0721-7714;6589;2.274;2.743;0.444;198;8.2;0.00973;0.605;
PLANT CELL TISS ORG;0167-6857;5379;3.090;2.576;0.891;211;7.7;0.00449;0.314;
PLANT CELL;1040-4651;36816;8.987;10.224;1.660;288;7.6;0.08938;3.752;
PLANT DIS;0191-2917;9720;2.449;2.454;0.406;187;>10.0;0.01160;0.617;
PLANT ECOL DIVERS;1755-0874;153;1.036;1.678;0.280;25;3.1;0.00096;0.599;
PLANT ECOL EVOL;2032-3913;53;1.167;1.167;0.270;37;;0.00028;0.417;
PLANT ECOL;1385-0237;4528;1.829;2.115;0.287;174;7.7;0.01038;0.717;
PLANT FOOD HUM NUTR;0921-9668;1448;2.505;2.889;0.311;61;7.5;0.00190;0.521;
PLANT GROWTH REGUL;0167-6903;2954;1.604;1.966;0.282;117;9.1;0.00338;0.423;
PLANT J;0960-7412;30416;6.160;7.121;1.343;353;7.1;0.07648;2.423;
PLANT METHODS;1746-4811;485;2.833;3.870;0.089;45;3.7;0.00257;1.299;
PLANT MOL BIOL REP;0735-9640;2239;2.453;2.446;0.390;105;>10.0;0.00120;0.322;
PLANT MOL BIOL;0167-4412;13206;4.150;4.226;0.733;131;9.6;0.01897;1.269;
PLANT OMICS;1836-0661;133;1.734;1.681;0.283;60;2.1;0.00019;0.152;
PLANT PATHOL;0032-0862;4000;2.125;2.414;0.901;111;8.4;0.00648;0.650;
PLANT PATHOLOGY J;1598-2254;304;0.533;;0.196;56;4.6;0.00074;;
PLANT PHYSIOL BIOCH;0981-9428;4501;2.838;3.023;0.323;186;6.8;0.00927;0.814;
PLANT PHYSIOL;0032-0889;59542;6.535;7.054;1.144;522;9.3;0.09877;2.219;
PLANT SCI;0168-9452;9422;2.945;2.864;0.626;179;8.2;0.01204;0.712;
PLANT SOIL;0032-079X;19322;2.733;3.064;0.581;387;>10.0;0.02645;0.904;
PLANT SPEC BIOL;0913-557X;395;0.792;0.974;0.000;28;>10.0;0.00060;0.283;
PLANT SYST EVOL;0378-2697;3467;1.335;1.707;0.168;149;9.9;0.00549;0.490;
PLANTA MED;0032-0943;11107;2.153;2.338;0.328;274;>10.0;0.01082;0.470;
PLANTA;0032-0935;14779;3.000;3.420;0.532;203;>10.0;0.02098;0.971;
PLASMA CHEM PLASMA P;0272-4324;1443;1.602;2.371;0.306;62;8.2;0.00361;0.794;
PLASMA DEVICES OPER;1051-9998;79;0.375;0.413;;0;;0.00036;0.182;
PLASMA PHYS CONTR F;0741-3335;6492;2.731;2.440;0.765;277;6.4;0.02273;1.085;
PLASMA PHYS REP+;1063-780X;971;0.655;0.603;0.146;130;7.7;0.00248;0.229;
PLASMA PROCESS POLYM;1612-8850;2225;2.468;2.281;0.565;108;3.5;0.01085;0.723;
PLASMA SCI TECHNOL;1009-0630;430;0.407;0.410;0.028;141;4.5;0.00162;0.116;
PLASMA SOURCES SCI T;0963-0252;3460;2.521;2.376;0.765;153;6.4;0.00985;0.845;
PLASMID;0147-619X;1509;1.516;1.744;0.212;52;>10.0;0.00275;0.610;
PLASMONICS;1557-1955;654;2.989;4.026;0.276;105;3.3;0.00338;1.188;
PLAST ENG;0091-9578;83;0.050;0.032;0.080;25;;0.00003;0.008;
PLAST RECONSTR SURG;0032-1052;26419;3.382;3.429;0.645;467;9.9;0.03531;0.839;
PLAST RUBBER COMPOS;1465-8011;517;0.597;0.569;0.266;64;8.1;0.00085;0.142;
PLATELETS;0953-7104;1493;1.847;2.188;0.375;80;4.9;0.00479;0.638;
PLATIN MET REV;0032-1400;702;1.361;2.202;0.667;15;10.0;0.00088;0.571;
PLOS BIOL;1545-7885;20579;11.452;13.630;2.461;180;4.6;0.14959;7.835;
PLOS COMPUT BIOL;1553-734X;8924;5.215;5.844;0.710;407;3.1;0.06959;2.724;
PLOS GENET;1553-7390;16668;8.694;9.173;1.376;548;2.9;0.15426;5.107;
PLOS MED;1549-1277;12574;16.269;15.379;4.357;126;4.1;0.07626;6.300;
PLOS NEGLECT TROP D;1935-2727;3848;4.716;4.983;0.705;424;2.2;0.01930;1.489;
PLOS ONE;1932-6203;75544;4.092;4.537;0.437;13781;2.4;0.50162;1.798;
PLOS PATHOG;1553-7366;15642;9.127;9.629;1.050;542;2.7;0.11382;4.086;
PMM-J APPL MATH MEC+;0021-8928;1182;0.323;0.386;0.071;70;>10.0;0.00209;0.277;
POL ARCH MED WEWN;0032-3772;561;1.367;;0.340;53;3.1;0.00139;;
POL J CHEM TECHNOL;1509-8117;132;0.337;;0.074;54;4.4;0.00030;;
POL J CHEM;0137-5083;1129;0.393;0.380;;0;>10.0;0.00148;0.093;
POL J ECOL;1505-2249;401;0.506;0.703;0.095;74;5.0;0.00123;0.181;
POL J ENVIRON STUD;1230-1485;1089;0.508;0.808;0.087;195;6.0;0.00201;0.169;
POL J MICROBIOL;1733-1331;206;0.760;;0.041;49;3.7;0.00078;;
POL J PATHOL;1233-9687;184;0.347;;0.000;62;6.1;0.00032;;
POL J VET SCI;1505-1773;294;0.565;0.576;0.075;106;3.9;0.00072;0.116;
POL MARIT RES;1233-2585;36;0.175;;0.037;27;;0.00006;;
POL POLAR RES;0138-0338;320;0.875;;0.038;26;>10.0;0.00048;;
POLAR BIOL;0722-4060;3712;1.659;1.692;0.549;184;8.4;0.00770;0.532;
POLAR REC;0032-2474;327;0.962;0.884;0.179;28;8.6;0.00064;0.254;
POLAR RES;0800-0395;790;1.616;1.752;0.378;37;9.3;0.00164;0.651;
POLIMEROS;0104-1428;295;0.522;;0.014;70;5.5;0.00028;;
POLYCYCL AROMAT COMP;1040-6638;424;1.023;0.818;0.158;19;9.6;0.00049;0.193;
POLYHEDRON;0277-5387;13245;2.057;2.118;0.406;461;7.2;0.01929;0.388;
POLYM ADVAN TECHNOL;1042-7147;3859;2.007;2.489;0.202;346;5.5;0.00894;0.585;
POLYM BULL;0170-0839;3356;1.532;1.442;0.202;252;9.3;0.00496;0.325;
POLYM CHEM-UK;1759-9954;1431;5.321;5.326;1.187;347;1.3;0.00463;1.330;
POLYM COMPOSITE;0272-8397;2789;1.231;1.479;0.181;227;6.9;0.00556;0.363;
POLYM DEGRAD STABIL;0141-3910;11426;2.769;3.069;0.316;285;6.7;0.01977;0.683;
POLYM ENG SCI;0032-3888;7641;1.302;1.654;0.172;285;>10.0;0.01052;0.438;
POLYM INT;0959-8103;5315;1.902;2.275;0.388;227;6.9;0.00988;0.554;
POLYM J;0032-3896;2980;1.258;1.122;0.403;139;>10.0;0.00411;0.273;
POLYM POLYM COMPOS;0967-3911;336;0.326;0.456;0.036;110;6.1;0.00065;0.100;
POLYM REV;1558-3724;939;6.281;8.710;1.188;16;3.7;0.00485;2.642;
POLYM SCI SER A+;0965-545X;1428;0.838;0.711;0.133;135;8.8;0.00285;0.205;
POLYM SCI SER B+;1560-0904;418;0.558;0.468;0.084;83;7.6;0.00094;0.142;
POLYM SCI SER C+;1811-2382;95;0.357;0.380;;;;0.00023;0.117;
POLYM TEST;0142-9418;2939;1.608;2.082;0.276;123;6.3;0.00675;0.572;
POLYM-KOREA;0379-153X;261;0.433;0.328;0.058;103;4.7;0.00028;0.033;
POLYM-PLAST TECHNOL;0360-2559;1624;1.279;1.080;0.141;220;4.5;0.00228;0.131;
POLYMER;0032-3861;47418;3.438;4.009;0.569;726;7.7;0.07469;1.015;
POPUL ECOL;1438-3896;808;2.287;2.101;0.667;54;4.9;0.00299;0.752;
POPUL HEALTH MANAG;1942-7891;114;1.024;1.050;0.200;45;2.3;0.00077;0.419;
PORT MATH;0032-5155;237;0.300;;0.125;24;>10.0;0.00072;;
POSITIVITY;1385-1292;226;0.368;0.407;0.022;45;6.3;0.00151;0.319;
POSTEP DERM ALERGOL;1642-395X;111;0.357;;0.149;74;2.4;0.00005;;
POSTEP HIG MED DOSW;0032-5449;384;0.654;;0.070;86;4.6;0.00079;;
POSTEP KARDIOL INTER;1734-9338;37;0.215;;0.089;45;;0.00004;;
POSTEP MIKROBIOL;0079-4252;67;0.151;;0.074;27;;0.00004;;
POSTEPY BIOL KOMORKI;0324-833X;46;0.073;;0.000;41;;0.00004;;
POSTGRAD MED J;0032-5473;3764;1.939;1.774;0.177;113;9.6;0.00598;0.531;
POSTGRAD MED;0032-5481;1403;1.783;1.513;0.895;38;9.7;0.00325;0.464;
