EMPLOYEE_ID	DESCRIPTION
1069420	I am interested in understanding the cellular and molecular mechanisms for cell-type specific degeneration in neurodegenerative diseases. I am mainly focused on corticospinal motor neurons that degenerate in ALS, and HSP. 
1069448	My primary clinical and educational efforts have been devoted to promoting the subspecialty of Pediatric Emergency Medicine in the Community Hospital setting through the development of partnerships between community hospitals and academic Pediatric centers.
1069481	My laboratory studies the regulation of spinal motor neuron and ventral midbrain dopaminergic neuron differentiation in development and disease. We want to understand what genetic and epigenetic mechanisms are utilized to regulate motor neuron and dopaminergic neuron differentiation and why these specific type of neurons degenerate in spinal muscular atrophy (SMA) and Parkinson's disease. To address these questions, we use a combination of biochemical, genetic and cell biological approaches, and utilize induced pluripotent stem (iPS) cells reprogrammed from fibroblasts, genetically modified mice, and zebrafish as model systems. Based on our findings, we hope to develop new therapeutic strategies for treating SMA and Parkinson's disease.
1069524	Palliative Care is a subspecialty that focuses on the relief or prevention of suffering -- physical, psychological, or spiritual -- in patients or families facing a life-threatening illness.  My interests lie in advanced symptom management and the role palliative care can play in an intergrated healthcare system.
1069530	Dr. Thompson has strong interests in the areas of quality improvement, patient satisfaction, medical documentation/coding, and telephone triage.  He has served as both chair and/or member of hospital-based and national quality assurance committees. He has developed databases and educational tools to promote benchmarking and quality improvement for emergency departments and medical call centers. Working in collaboration with nationally-known pediatrician Dr. Barton Schmitt, Dr. Thompson has authored a comprehensive set of telephone triage protocols for use in medical call centers and physician offices.
1069629	I am primarily interested in family and community medicine, with an interest in community assessment and clinical program development.  I have also done research in the area of physician stress and burnout. 
1069689	My current research involves a variety of statistical issues arising in non-randomized observational studies, with particular emphasis on the causal inference of the effects of naturalistic lifestyles such as diet behaviors and physical activities on various cardiovascular diseases outcomes. One area of interest in statistical methods is combining parsimonious classification model of naturalistic behaviors and the lifetime outcome model of cardiovascular diseases. I am also interested in developing a methodological framework to infer causal links between gene expression, lifestyle behaviors and incidence of cardiovascular disease.
1069709	My primary research presently focuses on the examination of safety vulnerabilities in kidney and liver transplantation. I have received a Dixon Innovation Award to study safety in kidney transplantation and am R01 funded to examine safety in living donor liver transplantation.  Furthermore, I study geographic inequity in kidney organ allocation in close collaboration with NU Industrial Engineers.  I serve as the Director of the Northwestern University Transplant Outcomes Research Collaborative (NUTORC) which reaches across campus to bring together disparate expertise in order to address pertinent questions in transplantation.
1069730	My main interest is in spatial perception and control of movements in both healthy individuals and in stroke and traumatic brain injury survivors. Specially, Im interested in perception and action in spatial neglect following stroke. Im also interested in using virtual reality and robotics technologies for treatment and rehabilitation of individuals with cognitive and physical disabilities following brain injuries.
1069775	Dr. Siddiques methodological research interests are in the area of incomplete and latent data. His recent work has focused on multiple imputation for missing data and latent variable modeling in comparative effectiveness research. His collaborative work is in the areas of behavioral medicine and health services research.
1069836	My primary area of clinical interest is pediatric cardiac anesthesia and pediatric fellow education. My main area of research interest revolve around safety in pediatric cardiac anesthesia
1069882	Most of the research that I have been involved with through Northwestern University has been in the arena of lower limb prosthetics; utilizing motion analysis to determine differences in component usage.  Currently I am working with the Nueral Engineering Center for Artificial Limbs at the Rehabilitation Institute of Chicago in the 'Revolutionizing Prosthetics' project which has been primarily focussed on creating new upper extremity prosthetics components and controls.  Similarly, we are also investigating the capabilities of controlling lower limb prostheses with the use of residual limb EMG. 
1069886	One of the focuses of my laboratory is to elucidate inflammatory signals induced in mucosal innate and T cells by bacterial products (e.g., peptidoglycan, lipoteichoic acid, surface layer proteins) leading to intestinal colitis. Using gene targeting in probiotic bacteria we clearly show the mitigation of colitis progression. Additionally, to mobilize mucosal and systemic immunity against microbial challenge we further optimize various aspects of our mucosal multivalent-vaccine platform against a broad range of pathogens such as HIV, H1-N1, and Biodefense. This goal is achieved by directly targeting immunogens to small peptides derived from a phage display peptide library leading to efficiently capture by dendritic cells when expressed by probiotic bacteria at the mucosal side.
1070050	Dr. Rowell is a pediatric surgeon with expertise in minimally invasive surgery; congenital anomalies; anorectal malformations; prenatal counseling for fetal anomalies; hernias and undescended testes; tumors of the chest, abdomen and pelvis; thyroid disease; and ovarian and breast disease
1070120	My major research interest has been to identify the pathophysiology of clinical features of severe psychiatric illness. I have focused most of my career on linking the water imbalance that is found in about 25% of schizophrenic patients to structural and functional deficits in the central nervous system. Our current efforts are focused on establishing whether  neuroendocrine deficits, particularly oxytocin, are responsible for increased vulnerability to psychological stress and impaired emotion recognition and social functioning in this patient population, and may be reversible with neuropeptide therapy.
1070355	Our research program is aimed at understanding the genetic program that underlies the pathogenesis of Glioblastoma multiforme (GBM), the most prevalent and malignant form of brain cancer. Applying a combination of cell/molecular biology, oncogenomic and mouse engineering approaches, we are dedicated to systematically characterize novel gliomagenic oncogenes and tumor suppressors. We will functionally delineate and validate these pathways towards pharmaceutical opportunities using sophisticated cell culture and animal models.
1070358	(1) Research how to better apply the EEG in the diagnosis and treatment of children with epilepsy. (2) Learn and develop better ways to provide comprehensive, compassionate, and technically superior care for children with epilepsy.
1070381	I currently specialize in genetic counseling regarding Neurofibromatosis and Jewish genetic disorders, including hereditary cancers.
1070382	Dr. Lee's research interests include statistical methods in epidemiology, longitudinal data analysis, and multilevel analysis. Her recent work on partial population attributable fraction has focused on estimating variance and computing confidence intervals to make inference on competing risk factors. She is currently interested in methodological issues relevant to the development and evaluation of risk prediction models for various study designs and data for model building, including cohort, nested case-control, case-control data combined with registry data, and kin-cohort data.
1070472	Transcranial Magnetic Stimulation, Electroconvulsive Therapy, Cancer Psychiatry, Psychosomatic Medicine.
1070473	Breast imaging and interventional procedures Breast disease 
1070490	Dr. Hargroves research interests include signal processing, pattern recognition and myoelectric control of powered prostheses.  Dr. Hargrove focuses on research and development of clinically realizable myoelectric control systems in hopes that the systems can be made available to amputees in the near-term.
1070492	Dr. Saroli's clinical interests include echocardiography in congenital heart disease, both by transthoracic and transesophageal echocardiography. She is the Associate Director of the Echocardiography Laboratory at Children's Memorial Hospital. She has additional training in Fetal Cardiology and performs and interprets fetal echocardiograms. In addition to her imaging committment, she runs a weekly general outpatient pediatric cardiology clinic, and provides attending service coverage in the pediatric Cardiac Intensive Care Unit. She is particularly interested in patients with single ventricle physiology and attends in the Transitional Clinic that allows transition of complex cardiac patients from the ICU to care by their own cardiologist. Her research interests currently include projects investigating the association between biochemical markers and post-Fontan cardiac index, as well as quality of life assessment in the pediatric cardiac population. She is also interested in research involving fetal cardiology patients and is involved in maintaining the fetal cardiac patient database.
1070520	' Auditory and vestibular neural prostheses and therapeutics ' Auditory processing in the inferior colliculus and its significance in multisensory perception ' Optical stimulation of neurons and cardiomyocytes ' Biomechanical and biophysical underpinnings of vestibular disorders
1070746	Primary clinical interests include cardiac intensive care, single ventricle physiology, and neurodevelopment in children with severe congenital heart disease.
1070859	My primary clinical interest is grounded in primary care sports medicine.  My clinical interests include caring for endurance athletes, athletes who suffer from concussions, and athletes affected by the female athlete triad.  I also actively practice osteopathic manipulative techniques to aid in the recovery and rehabilitation of musculoskeletal injuries and dysfunction. 
1070862	In Dr. Bohns laboratory, I  lead the research project focused on potential therapeutic effects of bone marrow-derived neuroprogenitor-like cells in a rat model of Parkinsons disease (PD). In our experiments we use human and rat mesenchymal stem cells (MSC) genetically modified with the intracellular domain of the Notch1 (NICD) gene, a modification that up-regulates expression of certain neuroprogenitor phenotypic markers. We are studying the neuroprotective potential of these bone marrow-derived neuroprogenitor-like cells (MSC-NICD) in a rat model of PD. In addition, we are exploring the potential of MSC-NICD cells to deliver glial cell line-derived neurotrophic factor (GDNF), a well known dopaminergic neurons trophic factor, to the lesioned rat striatum.
1071074	Dr. Kumes research interests focus on cardiovascular development, cardiovascular stem/progenitor cells, and angiogenesis.  Current studies include the role of Foxc transcription factors in cardiovascular development and disease.
1071116	My primary research interests are in the fields of emergency medicine and health services research with a goal of improving healthcare quality and patient safety.  I have a background in operations research as well as health services research and have completed a Masters in Business Administration and a formal health services research fellowship.  My work uses innovative methodologies, such as in situ simulation and failure mode effects analysis, to assess and improve care delivery.  I also have experience with large database analysis.   I am particularly interested in improving the delivery of severe sepsis and septic shock resuscitation in the emergency department.
1071132	My primary area of research is in women's reproductive and sexual health, from 1900 to the present. I am also a thesis advisor for Medical Humanities and Human Sexuality research for the Area of Scholarly Concentration at FSM.
1071143	I am interested in medical education and quality improvement as it relates to the inpatient management of pediatric patients. I am interested in the quality improvement of inpatient asthma management.
1071151	My research interests lie in elucidating the pathophysiological and clinical consequences of lung dysfunction in patients with diabetes.
1071327	Dr. Salsman is a Principal Investigator on an ACS-Illinois Division grant titled No Worries? Adaptation and Health Behaviors among Young Adult Survivors. This project explores the positive effects and special needs of young adult cancer survivors during the transition from active treatment to survivorship. He is also a Co-Investigator on an NIH-funded contract titled The Toolbox of the Assessment of Neurological and Behavioral Function.' The goal of the Toolbox is to assemble a brief battery of measures for the assessment of cognitive, emotional, sensory, and motor health and function across the lifespan (ages 3-85) for use in longitudinal studies and clinical trials. Dr. Salsman  is the emotional health domain manager for Toolbox, liaising with senior project personnel and facilitating the instrument and item selection process for the emotional health subdomains of negative affect, positive affect, stress & self-efficacy, and social relationships. Dr. Salsman also serves as a Co-Investigator on an NIH-funded project developing a Patient Reported Outcomes Measurement Information System (PROMIS), providing input on existing item banks for cancer patients and reviewing negative and positive Illness Impact items. Other areas of research interest include positive-psychological functioning, religious and spiritual well-being, and patient-physician communication.
1071375	The focus of research is the role of plasmin activator inhibitor-1 (PAI-1) in the pathogenesis of airway remodeling in asthma. In this aspect, I am clinically interested in steroid-resistant asthma, asthmatic smokers and asthmatic patients with obesity. As a board certified otolaryngologist (Korean Board) and allergist (American Board), my another clinical interest is in chronic rhinosinusitis (CRS), especially the pathogenesis of CRS in elderly population.
1071421	Methodologic research interests include issues related to data misclassifiction or mismeasurement especially in regards to anthropometric measures, and changes in those measures over time.  Current research also includes research in Gastroenterology, Dermatology, and Congestive Heart Failure.
1071429	Non-invasive evaluation of heart transplant rejection.
1071433	My primary research interest focuses on elucidating mechanisms by which genetic variations in the zinc transporter gene ZnT8 influences beta cell function.
1071451	Dr. Allen specializes in cardiovascular epidemiology with a focus on health services research.  Her research interests include the effect of neighborhood and environment on cardiovascular disease, disparities in quality of care and outcomes as well as the use of large databases to examine these questions.
1071472	My research focuses on understanding the principles governing neuromechanical control of human locomotion and applying this knowledge to promote walking recovery following neurological injury. I employ an interdisciplinary experimental approach using robotic tools to examine whole-body human movement from a biomechanics and motor control perspective. I also do research on bone health following spinal cord injury with an emphasis on the role of mechanical loading on the prevention and treatment of bone loss.
1071490	Dr. Maxwell has special interest in the management of prostate, kidney, and bladder cancers with an emphasis on robotic surgery.
1071500	Problem-based learning
1071516	I have a special clinical interest in juvenile dermatomyositis, but also enjoy seeing patients with all types of autoimmune conditions including systemic lupus erythematosus, juvenile idiopathic arthritis, vasculitis, scleroderma, and periodic fever syndromes.   My research interests in pediatric rheumatology reside in the field of medical education.  My goal is to improve medical student, resident, and fellow education about pediatric rheumatology.  I am presently undertaking a research project to define rheumatology educational goals and objectives for pediatric residents.  I am also surveying pediatric residency program directors about their current practices in rheumatology education and their perceived needs.  With this information and through funding through the American College of Rheumatology Research and Education Fund Clinician Scholar Educator Award, I plan to develop and collect educational materials that can be taught within existing lecture time and rotations.   The materials will be taught by non-rheumatologist physicians in programs where no pediatric rheumatologist is available for teaching, approximately 40% of all pediatric training programs.
1071527	Research interests: 1.The long term effects of critical illness on children including any impact on functional ability, quality of life and neurocognition. 2. The causes and effects of delirium on patients in the pediatric intensive care unit.
1071552	Heart rhythm disorders mechanisms and therapy, atrial fibrillation, cardiac autonomic nervous system, cardiac sarcoidosis, complex arrhythmia, radiofrequency ablation
1071571	My research thus far has focused on the following issues: 1) clinical trials of computerized, Internet, and mobile phone treatments for anxiety and depression; 2) the relationship of mental health with minority stress and related cognitions; 3) cognitive processes involved in anxiety disorders; and 4) co-occurring psychiatric disorders and outcomes for underserved populations in randomized controlled psychotherapy trials. I am particularly excited about the potential of mobile mental health interventions to provide real-time outreach and feedback to patients in their unique environments, and overcome barriers to traditional psychotherapy in hidden, underserved communities.
1071582	My broader research interest is in collaborative care.  I hope to better understand coordination among providers from various disciplines that converge on the care of a hospitalized patient.  Specifically, I am currently examining the role of internal medicine physicians in the care of medically complex surgical patients.
1071751	Sinusitis, chronic sinusitis, nasal polyps, nasal tumors, smell and taste disturbances, minimally invasive approaches to the skull base, inflammation, mechanisms of smell loss from inflammation, therapeutics and diagnostic approaches for sinus disease
1071785	The human immune system must be kept in a state of constant balance to remain healthy.  Elevated immune responses are needed to fight harmful pathogens, yet those responses have to be kept from overreacting and attacking the bodys normal tissues.  A complex mix of immune cells is known to influence this balance.  My research interest is to understand the crosstalk among different cell types, especially focusing on two types of immune cells, Th17 cells and Treg cells, in the maintenance of immune homeostasis.  Our laboratory is studying the molecular mechanisms by which different transcription factors influence the differentiation of Th17 and Treg cells, and examine the Th17-Treg balance in immunity and autoimmune diseases using a combination of molecular, cellular and mouse genetic approaches.
1071795	Inflammatory bowel disease, Crohn's disease and Ulcerative colitis Women's Health issues in Gastroenterology
1071803	Dr. Hemmer's primary clinical and research interests include neurosurgical anesthesiology, intraoperative neuromonitoring, and perioperative patient safety.
1071822	Dr. Matthew D. Saltzman is an Orthopaedic Surgeon at Northwestern Memorial Hospital and an Assistant Professor on faculty at Northwestern University Feinberg School of Medicine. He specializes in shoulder and elbow surgery. His clinical interests include biomechanical evaluation of rotator cuff repair techniques, reverse shoulder arthroplasty, and sports related injuries.
1071859	Parkinson's disease results from the degeneration and frank loss of dopamine-releasing neurons in the substantia nigra. Interestingly, a nearby population of dopamine-releasing neurons in the ventral tegmental area remains unaffected by this degenerative process.  Recent studies have suggested that this degenerative process, and the onset of Parkinson's disease, are preceded by a similar process that takes place in other brain regions, wherein only a particular class of neurons is affected while others are spared. I am interested in understanding whether there is a common mechanism underlying the selective nature of these neurodegenerative processes. A hypothesis put forward by Dr. D. James Surmeier points to a common property shared by the various neurons that degenerate. They are all perpetually active neurons whose output is necessary for basic physiological functions carried out by such systems as the cardiovascular system or the gastrointestinal tract. According to this hypothesis the ongoing activity of these cells comes at a metabolic cost leading to their premature 'aging' and death. In particular I am studying the machinery that enables neurons in the dorsal motor nucleus of the vagus, that innervate the heart and the GI tract, to maintain their perpetual activity, and how this may cause them to be particularly vulnerable to neurodegeneration.  My research combines neurophysiological techniques, live cell imaging, molecular biological tools and computational modeling. Additional interests: 1. the cellular basis for the role played by cholinergic interneurons of the striatum, in health where their activity comprises a neural correlate of classical conditioning, and in the pathophysiology of Parkinson's disease where their release of acetylcholine is upregulated. 2. The biophysics underlying collective dynamics of perpetually active neurons. 3. Design and development of electrodes for functional electrostimulation. 4. Deep brain stimulation.
1071912	My clnical and research interests overlap in the areas of hereditary cancer genetics and preimplantation/prenatal genetic diagnosis.
1071921	Head and Neck and Skin Cancers, Genitourinary Malignancies (Prostate Cancer, Testicular Cancer, Bladder Cancer), Lung Cancer, Proton Therapy, SBRT
1071945	My major research interests are collaborative research with biomedical investigators in areas of clinical trials, microarray data analysis, imaging analysis, non-linear fitting, and genomics studies such as methylation. I am also interested in statistical methodology research. I have published methodology research papers in peer-reviewed journals, including JASA, BMC Bioinformatics, Journal of Biopharmaceutical Statistics, and Annals of Human Genetics. I am also a co-author of a wide range of collaborative papers published in peer reviewed journals. I served as the primary statistician for NIH funded grants, including R21, R34, R01, U19, UO1 and some foundation grants.
1072008	Dr. Roehrig is a clinical health psychologist with a specialization in obesity and disordered eating.  Her research aims to (1) examine behavioral risk factors associated with obesity (i.e., poor diet, inactivity, binge eating), (2) develop and test novel treatment approaches to produce sustained weight loss and health behavior change, and (3) understand the links between behavior and health outcomes.
1072048	My primary clinical interest is in the care of individuals infected with HIV and the complications of HIV infection, including oppurtunistic infections, cancers and metabolic disease.  I also specialize in the care of infections seen in recipients of solid organ and stem cell transplants and teh evaluation of persons prior to transplantation.  Other specific interests that I have are sexually transmitted infections and fungal infections.
1072101	I see patients in with General Pediatric Neurology concerns, including epilepsy, headaches, abnormal movements, muscle weakness, and neuropathies.
1072116	As a member of a work group, funded by the National Coalition for Health Professional Education in Genetics, Ms. Healy is an author of a web-based, interactive genetics curriculum for physician assistants. It is available at: http://pa.nchpeg.org/
1072154	My lab focuses on how genetic and epigenetic modulators promote the development and maintenance of adult stem cells. Microenvironments, or niches, support the maintenance of stem cells and facilitate the development of tumors through largely unknown mechanisms. Cell-autonomous genetic pathways and epigenetic networks have emerged as important determinants for the self-renewal and differentiation of stem cells in embryonic, juvenile, and adult issues. The importance of non-cell autonomous genetic and epigenetic factors is less well established. Our goal is to identify and characterize the genetic and epigenetic mechanisms utilized by both stem cells and their surrounding niche in supporting the stem cell program. For these studies, the developing mouse testis is used to examine interactions between male germline stem cells (GSCs) and their somatic niche.
1072174	Dr. Krichavsky is board certified in Interventional Cardiology, Endovascular Peripheral Interventions, Cardiovascular Disease, Nuclear Cardiology, and Internal Medicine.  His clinical interests include coronary, carotid, renal, upper extremity, and lower extremity angioplasty and stenting, vascular medicine, percutaneous valve therapy, closure of patent foramen ovale and atrial septal defects, percutaneous ventricular assist devices, catheter directed arterial and venous thrombolysis, and inferior vena cava filters.  In addition to performing procedures in the Cardiac Catheterization Laboratory, he serves as an attending physician on the Coronary Care Unit (CCU), In-patient Cardiology, and Cardiology Consultation services at Northwestern Memorial Hospital. His research interests include investigation of novel devices and therapies, including stem cell, and cell-based therapies for cardiac and vascular disease.
1072212	Neurological Clinical Specialist (NCS), primary interest in recovery of locomotion following spinal cord injury and stroke
1072275	Regional anesthesia, ultrasound guided procedures in anesthesia, acute postoperative pain, opioid free analgesia
1072546	My Clinical expertise and research primarily occurc in the Prosthetics-Orthotics field.  I am a Prosthetist and Orthotisr and I have spent the majority of my career in clinical practice. I have come to Northwestern to pursue a vairety of goals.
1072619	Dr. Siziopikou's subspecialty focus is on breast tumor markers and molecular diagnostics in breast cancer. Her research interests center around molecular markers of prognostic and predictive significance in breast cancer.
1072644	As the Medical Director of Cardiac Electrophysiology at Northwestern Memorial Hospital since November 2009, Dr. Knight remains clinically acitive with a broad range of clinical and research interests in the field of Heart Rhythm Disorders. These interests range from catheter ablation for complex arrhythmias, such as atrial fibrillation, to fundamental issues related to the basic mechanisms of various types of heart rhythm disorders, and the use of imaging in the electrophysiology laboratory to guide ablation procedures and device implantation. He is involved in several multicenter clinical trials that are evaluating novel ablation tools and implantable devices, including a totally subcutanous implantable defibrillator. He has coauthored over 200 scientific papers and is on the editorial board of several high-impact medical journals.
1072806	Emphysema (COPD), Esophageal Cancer, Minimally Invasive Thoracic Surgery, Thymoma, Lung Volume Reduction Surgery (LVRS), Chest Wall Tumors, Tracheal Surgery, Pleural Disease, Video-Assisted Thoracic Surgery, Mediastinal Tumors, Lung Cancer, Lung Transplantation
1072813	My primary interest is in the evaluation and treatment of children with intractable epilepsy. I have done research on the ketogenic diet. I am particularly interested in treating children with Tuberous Sclerosis.
1072872	Cardiac Assessment; Congestive Heart Failure; Echocardiography; Exercise Training/Sports Fitness; General Cardiology; Ischemic Heart Disease; Pre-Operative Evaluation; Prosthetic Valve Dysfunction; Trans-Esophageal Echocardiography; Valvular Heart Disease
1072922	I am interested in understanding the initiation of childhood atopic disorders, such as food allergies, eczema and asthma.  Early life events play an important role in the maturation of the immune system.  I am interested in understanding the role of environmental factors and exposures that play a role in the development of allergic disease.
1072968	The goal of my research is to understand the molecular basis by which animals and their natural microbiota form specific, reproducible interactions. Microbial symbioses are prevalent in animal biology, and often, as in the case of humans, the animal host is born devoid of its natural symbionts and must acquire microbial partners from the environment. Pathogenic and beneficial bacteria share common mechanisms by which they colonize animal tissue. In spite of these parallels, relatively little work has been accorded to the beneficial associations, which are widespread, and critical to the lifecycles of both the bacterial and animal partners. I am studying the natural association between Vibrio fischeri and the Hawaiian bobtail squid to understand the processes that underlie host colonization in animal-associated bacteria. The system is particularly amenable to studying microbe-host interactions because V. fischeri is the only bacterial resident of the squid's light organ, and we seek to understand how V. fischeri specifically colonizes the host to the exclusion of other species. Each generation, the squid hatch without their microbial partners and must selectively recruit V. fischeri from the ocean. We use a combination of bacterial genetics and imaging to identify how the animal and bacteria communicate to reproducibly establish this productive relationship.
1072982	Signaling of death receptors with emphasis on Fas. The role of microRNA in tumor progression.
1073000	Interested in providing quality Pediatric Emergency care, to teach trainees, and to improve overall emergency care for children by contributing to research in this field with special interests in injury prevention, and Emergency Medical Services for Children (EMSC).
1073040	Dr. Cohn is an expert in HIV medicine, infectious disease, and HIV clinical trails and health services outcomes research.  She has been an active participant in the NIH/NIAID AIDS Clinical Trials Group since 1988, and has held numerous leadership positions including Vice Chair and Chair of the Womens Health Committee and the Outcomes Committee, Vice-Chair of the Underrepresented Populations Committee 2008-2010 and is now the Chair of the Womens Health Internetwork Scientific Committee (WHISC). She is chair and co-chair of major protocols pertaining to women's health, self-management and outcomes, recruitment of women and minorities into clinical trials, and optimizing ART, and is an active team member on many other protocols. Her current research areas have included optimizing the health of HIV-infected women, improving adherence to antiretrovirals, and improving access to health care and clinical trials for underrepresented populations. Dr. Cohn has maintained an active HIV clinical practice, has been a teacher of HIV medicine to medical students, residents, fellows, nurses and other care professors for over 20 years. She has mentored nurses, nurse practitioners, physician assistants, residents, and other faculty both in and out of her institution, helping to advance their careers in both research and clinical medicine.
1073157	Clinical evaluation methodology and clinical treatment trials of disorders of the motor unit are my primary areas of interest.  These include disorders of peripheral nerve, neuromuscular junction and muscle.  Characterization of autonomic nervous system in children and adolescents is an integral part of this effort. Characterization of the neuroimmunology of the peripheral and central nervous system provides direct and indirect treatment opportunities for many of these disorders.
1073269	I am a family physician caring for the vulnerable incarcerated population at Cook County jail, with special interests in adolescent and young adult medicine, women's health, and reducing health disparities. After 20 years as residency faculty, I retain a strong interest in graduate medical education. My research interest at the moment centers on contraceptive knowledge, attitudes and practices of newly incarcerated urban women. I serve as faculty advisor to the FSM Correction Medicine Interest Group.
1073480	Physician Assistant Education.
1073494	Dr. Rasmussen-Torvik is a genetic epidemiologist interested in genetic risk factors for common chronic diseases.   She is involved in large-scale genetic studies  designed to detect novel genetic risk factors for chronic diseases.   Dr. Rasmussen-Torvik is also interested in translating the results of GWAS and sequencing studies into clinical care by identifying variants associated with treatment response. As part of this work, she is also interested in developing methods to communicate information about testing for common genetic risk factors to the public.
1074035	I am a board certified pathologist with subspeciality interest in pulmonary pathology, ophthalmic pathology and transplant pathology. I am a College of American Pathologists(CAP) spokesperson and actively involved in many national and international pathology organizations. I am also involved in medical education and teach at the local, national and international levels.
1074090	Rehabilitation Technologies and Quantitative Clinical Outcomes
1074103	Antimicrobilal pharmacokinetics and pharmacodynamics. Antiretroviral therapy.
1074152	It is estimated that 90 million adults have difficulty understanding their own medical care.  Despite numerous studies on the literacy levels of written medical documents, very little research has focused on the if spoken medical conversations occur at a level that the patient can understand.  Our current research focuses on increasing patients' comprehension of their own medical care by examining multiple aspects of health communication in the hectic Emergency Department environment.
1074170	Dr Perez's research interest is in the area of persistent pulmonary hypertension of the newborn (PPHN). Specifically, Dr Perez's research focuses on the impact of hydrocortisone, a glucocorticoid commonly used in the NICU, on phosphodiesterase type 5 (PDE5) and PPHN.
1074269	Pediatric Hospital Medicine - intensive care, observation unit, and sedation
1074283	As the Director of Global Health Education, Dr. Pitt oversees a Bi-Directional Exchange program with Bugando Medical Center in Tanzania. He developed a medical simulation curriculum which he trains third year residents to implement for medical students while in Tanzania, and also oversees the Medical Exchange Development curriculum for visiting residents from Tanzania.  Dr. Pitt's interests in medical education focus on non-traditional didactics including game based learning and medical simulation.
1074284	I would like to work with underprivileged youth to increase violence prevention as well as alternative options.  I would like to work with youth in a multidisciplinary role with medical care vs counseling .
1074293	Functional gastrointestinal disorders including abdominal pain, constipation, nausea and vomiting in children. Gastrointestinal Motility Disorders.
1074327	My clinical interests inculde adolescent primary care, adolescent gynecology including menstrual irregularities and contraception, and prevention of adolescent risk behaviors.  My research interests include the epidemiology of adolescent risk behaviors and HPV vaccination.
1074348	My primary research interest is in understanding the biology behind acute lung injury (ALI) and acute respiratory distress syndrome (ARDS) and what factors predispose someone to these syndromes.  My primary clinical interest is in treatment of patients in the critical care setting, but I also enjoy long term care of general pulmonary diseases.
1074349	Care of hospitalized medicine patients, medical student and resident education
1074404	Currently working at Children's Memorial Hospital in the Neonatal Intensive Care Unit.
1074456	Dr. Flemings research and training programs have focused on testing behavioral interventions in community-based primary care practices. He has also published dozens of studies on phospholipids, alcohol biomarkers, chronic pain, fetal alcohol spectrum disorder, pharmacotherapy trials, epidemiological studies and educational interventions. He has been the PI on over a dozen NIH grants and contracts. He is the director of the pain consult service and the inpatient addiction medicine consult service at the University of Wisconsin Hospital and Clinics.  More recently he has taken a leadership in the UW Institute for Clinical and Translational Research as the director of research education and career development programs.  In 2005 he was elected as a member of the prestigious Institute of Medicine.
1074485	My primary clinical interests include preventive care and injury prevention for children.  I also enjoy the continued educational opportunities for medical students and residents.
1074488	My research interests are in end-of-life decision making, cross-cultural issues, and provider-patient communication related to palliative care.
1074491	1. Drug Therapeutic Trials 2. Psychosocial coping and support in oncology patients 3. Early incorporation of palliative medicine in oncology care 4. Improving decision making for oncology patients 5. Improving monitoring and preventing chemotherapy toxicity
1074533	Daniel's research interests include assessing the cost-effectiveness of conservative interventions for the management of musculoskeletal conditions and the development and validation of patient-reported outcomes in the assessment of economic data.
1074548	Interested in clinical impact of abnormal cellular function in acquired or pre-existing neurologic disease, the effects in the ICU setting, and the interaction of the CNS with other organ system function/dysfunction.  Specific interest in acquired pediatric brain injury (Traumatic Brain Injury, Hypoxic Brain Injury) and investigation of new therapeutics - Hypothermia for Hypoxic-ischemic brain injury and traumatic brain injury.
1074557	My clinical and research interests focus on children and adults with congenital heart disease.  My specific areas of focus are pacemakers, defibrillators and other devices used in the evaluation and treatment of rhythm disorders as well as evaluation and catheter ablation of arrhythmias.
1074558	I am interested in general pediatric dermatology, acne, infectious diseases of the skin as well as surgery and laser therapy of the skin.
1074582	Our research is focused on the role of viral microRNAs in herpesviral oncogenesis
1074590	Dr. Robinson's interests include medical education, inpatient care and non-invasive cardiac imaging, particularly the application of magnetic resonance imaging to congenital heart disease. His research goal is to expand the use of MRI in patients with congenital and acquired heart disease to decrease the need for invasive procedures. To facilitate these efforts, he completed a post-graduate clinical research fellowship in the Biological Sciences Division at the University of Chicago and clinical fellowships in pediatric cardiology and non-invasive cardiac imaging at Childrens Hospital Boston, the primary pediatric teaching affiliate of Harvard Medical School. Recent projects include the clinical application of novel MRI techniques (e.g. 4D flow MRI and use of blood pool contrast agents) to congenital heart disease.
1074594	My primary clinical focus is treatment of type 1 and type 2 diabetes.  I see diabetic patients at our affiliate institution, La Rabida Children's Hospital, and at our off-site clinics in Hinsdale, New Lenox, and St. John Indiana.  I also enjoy educating families and healthcare providers about weight management and obesity prevention.
1074597	Current research projects focus on medical neglect.
1074664	General Therapeutic Radiological Physics; External Beam and Brachytherapy Physics; Gamma Knife Physics and Dosimetry
1074665	My current research concerns the role of intermediate filaments in innate immunity, particularly in inflammasome activation, as applied to acute lung injury. More broadly, I am interested in regulation of protein phosphorylation (particularly protein Ser/Thr phosphatases), G protein coupled signaling, as well as comparative and evolutionary aspects of eukaryotic signal transduction.
